ksh_code,line_code,osm_id,osm_name,distance_m
30623,145,,Tiszakécske,8.7
30641,114,,Csenger,0.0
30720,150,,Taksony,0.3
30739,80,,Szerencs,2.1
30739,98,,Szerencs,10.1
30766,12,,Oroszlány,16.6
30784,80,,Bodrogkeresztúr,3.3
30881,16,,Répcelak,6.2
30933,30,,Nagykanizsa,15.2
30960,41,,Gyékényes,4.2
30960,60,,Gyékényes,4.1
30988,32,,Érd,216.7
30988,40,,Érd,2.4
31024,140,,Kistelek,0.0
31033,101,,Mezőpeterd,2.9
31051,16,,Vámoscsalád,6.6
31097,110,,Hajdúsámson,13.8
31158,110,,Nyírbogát,1.6
31194,15,,Lövő,3.7
31219,35,,Somogyaszaló,2.7
31228,121,,Végegyháza,4.0
31264,1,,Vértesszőlős,1.6
31325,120,,Szabadkígyós,9.0
31334,125,,Csabacsűd,2.2
31352,60,,Darány,8.2
31501,42,,Dunaföldvár,1.4
31565,87,,Mónosbél,10.2
31583,21,,Szentgotthárd,11.3
31592,23,,Rédics,1.8
31653,100,,Albertirsa,18.5
31662,108,,Mezőtárkány,3.5
31732,70,,Nagymaros,2.0
31769,114,,Ököritófülpös,3.7
31796,120a,,Tápiószecső,5.4
31866,145,,Tiszavárkony,1.1
31893,140,,Kunszállás,8.9
31945,10,,Pápa,6.4
31945,13L,,Pápa,10.8
31945,14,,Pápa,43.0
32009,60,,Szentdénes,5.5
32054,23,,Zalaegerszeg,16.2
32054,25,,Zalaegerszeg,10.3
32115,41,,Ötvöskónyi,3.9
32160,40,,Sásd,6.7
32188,16,,Hegyfalu,3.0
32203,5,,Fehérvárcsurgó,6.9
32212,20,,Márkó,8.1
32276,20,,Devecser,14.1
32285,140,,Csengele,1.1
32294,105,,Nyírábrány,1.4
32300,78,,Nógrádkövesd,7.0
32337,41,,Baté,2.4
32346,1,,Almásfüzitő,44.8
32346,4,,Almásfüzitő,2.8
32364,40,,Nagylók,9.4
32407,78,,Magyarnándor,4.0
32434,150,,Kiskunhalas,7.0
32434,155,,Kiskunhalas,28.8
32489,130,,Szegvár,7.5
32504,130,,Kunszentmárton,2.9
32522,24,,Zalaszentgrót,2.7
32559,80,,Gödöllő,20.3
32559,80,,Gödöllő,8.5
32595,16,,Dénesfa,3.1
32610,71,,Fót,5.5
32629,20,,Ostffyasszonyfa,4.3
32735,41,,Attala,6.5
32799,60,,Barcs,2.5
32823,149,,Bugac,1.7
32850,50,,Váralja,2.6
32896,81,,Tar,2.0
33002,47,,Bodolyabér,0.0
33118,71,,Csomád,5.0
33136,25,,Zalaszentgyörgy,5.9
33154,65,,Bóly,5.4
33260,87,,Bélapátfalva,12.4
33349,50,,Mőcsény,4.9
33367,135,,Szeged,23.5
33367,140,,Szeged,17.2
33394,35,,Kapoly,11.7
33419,94,,Perkupa,4.0
33428,87,,Egervár,6.8
33437,128,,Szerep,4.1
33491,1,,Szárliget,2.0
33543,1,,Nagyszentjános,1.4
33552,1,,Herceghalom,1.2
33570,154,,Pörböly,116.7
33570,154,,Pörböly,5.0
33598,142,,Felsőlajos,4.7
33729,70,,Verőce,10.2
33738,70,,Kismaros,10.3
33738,70,,Kismaros,91.8
33765,50,,Szászvár,2.6
33774,111,,Gyüre,8.1
33817,80,,Szegi,9.3
33826,4,,Neszmély,5.4
33835,4,,Dunaalmás,3.5
33844,29,,Balatonrendes,4.7
33853,30,,Balatonboglár,4.5
33862,30,,Balatonlelle,1.0
33905,60,,Kisdobsza,5.1
33914,11,,Tarjánpuszta,13.0
33941,11,,Eplény,5.0
33996,8,,Farád,2.5
34005,103,,Berekfürdő,4.0
34087,15,,Tormásliget,7.1
34102,100,,Bocskaikert,4.3
34111,80,,Csincse,2.4
34148,2,,Pilisjászfalu,1.9
34209,42,,Kulcs,9.9
34218,26,,Uzsa,8.4
34218,353,,Uzsa,13.1
34236,30,,Szántód,4.6
34245,135,,Algyő,3.0
34254,20,,Pétfürdő,1.6
34263,44,,Zichyújfalu,3.3
34290,92,,Berente,3.8
34333,71,,Csörög,1.8
34388,109,,Szorgalmatos,2.4
34397,100,,Monorierdő,2.4
34421,29,,Balatonakarattya,4.4
