osm_id,osm_name,normalized_name,reason,candidate_ksh_code,candidate_line_code
n1065130404,Jászkisér felső,Jászkisér felső,NO_UNIQUE_KSH_NAME,,
n13330090928,Játszótér,Játszótér,NO_UNIQUE_KSH_NAME,,
n1065130423,Jósvafő-Aggtelek,Jósvafő-Aggtelek,NO_UNIQUE_KSH_NAME,,
n628589430,Józsa,Józsa,NO_UNIQUE_KSH_NAME,,
n7251614790,József Attila-telep,József Attila-telep,NO_UNIQUE_KSH_NAME,,
n501797804,József Szanatórium,József Szanatórium,NO_UNIQUE_KSH_NAME,,
n342860139,Kakasszék,Kakasszék,NO_UNIQUE_KSH_NAME,,
n1065130453,Kapitányság,Kapitányság,NO_UNIQUE_KSH_NAME,,
n412454445,Kaposfüred,Kaposfüred,NO_UNIQUE_KSH_NAME,,
n94743618,Kaposszentjakab,Kaposszentjakab,NO_UNIQUE_KSH_NAME,,
n325248368,Kapostüskevár,Kapostüskevár,NO_UNIQUE_KSH_NAME,,
n11112174014,Karcag-Ipartelep,Karcag-Ipartelep,NO_UNIQUE_KSH_NAME,,
n13336796571,Karcag-Vásártér,Karcag-Vásártér,NO_UNIQUE_KSH_NAME,,
n6990991440,Karácsony Sándor utca,Karácsony Sándor utca,NO_UNIQUE_KSH_NAME,,
n685038306,Kastély (Nagycenk),Kastély (Nagycenk),NO_UNIQUE_KSH_NAME,,
n9212469726,Kastélypark,Kastélypark,NO_UNIQUE_KSH_NAME,,
n6349828888,Kaszásdűlő,Kaszásdűlő,NO_UNIQUE_KSH_NAME,,
n1437481401,Kaszó,Kaszó,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n10223953783,Katonatelep,Katonatelep,NO_UNIQUE_KSH_NAME,,
n3842326490,Kazincbarcika alsó,Kazincbarcika alsó,NO_UNIQUE_KSH_NAME,,
n3286623351,Kecskemét KK,Kecskemét KK,NO_UNIQUE_KSH_NAME,,
n8398445191,Kecskemét alsó,Kecskemét alsó,NO_UNIQUE_KSH_NAME,,
n10223953746,Kecskemét-Máriaváros,Kecskemét-Máriaváros,NO_UNIQUE_KSH_NAME,,
n8440432943,Kecskéd alsó,Kecskéd alsó,NO_UNIQUE_KSH_NAME,,
n5217774781,Kelenföld vasútállomás,Kelenföld,NO_UNIQUE_KSH_NAME,,
n6550925567,Keleti pályaudvar,Keleti pályaudvar,NO_UNIQUE_KSH_NAME,,
n5217774793,Keleti pályaudvar,Keleti pályaudvar,NO_UNIQUE_KSH_NAME,,
n10143234157,Kemence,Kemence,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n3594252319,Kemencepatak,Kemencepatak,NO_UNIQUE_KSH_NAME,,
n411408085,Kerekdomb,Kerekdomb,NO_UNIQUE_KSH_NAME,,
n6607085799,Kerepes,Kerepes,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1435965378,Keselyűs,Keselyűs,NO_UNIQUE_KSH_NAME,,
n551213844,Keszőhidegkút-Gyönk,Keszőhidegkút-Gyönk,NO_UNIQUE_KSH_NAME,,
n1065129341,Kettőshalom,Kettőshalom,NO_UNIQUE_KSH_NAME,,
n1141836713,Kikerics,Kikerics,NO_UNIQUE_KSH_NAME,,
n9197583658,Kilátó,Kilátó,NO_UNIQUE_KSH_NAME,,
n12471822632,Kimle-Károlyháza,Kimle-Károlyháza,NO_UNIQUE_KSH_NAME,,
n1065130456,Királyegyháza-Rigópuszta,Királyegyháza-Rigópuszta,NO_UNIQUE_KSH_NAME,,
n9323345412,Királyrét,Királyrét,NO_UNIQUE_KSH_NAME,,
n501798156,Kiscsákó,Kiscsákó,NO_UNIQUE_KSH_NAME,,
n8517780137,Kiscséripuszta,Kiscséripuszta,NO_UNIQUE_KSH_NAME,,
n1065130429,Kisfái,Kisfái,NO_UNIQUE_KSH_NAME,,
n1060125615,Kisfástanya,Kisfástanya,NO_UNIQUE_KSH_NAME,,
n3594252322,Kishuta,Kishuta,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1328628204,Kisirtás,Kisirtás,NO_UNIQUE_KSH_NAME,,
n1065130564,Kiskundorozsma,Kiskundorozsma,NO_UNIQUE_KSH_NAME,,
n9481153359,Kiskunmajsa KK,Kiskunmajsa KK,NO_UNIQUE_KSH_NAME,,
n10225069407,Kisköre-Tiszahíd,Kisköre-Tiszahíd,NO_UNIQUE_KSH_NAME,,
n12248634282,Kismacs,Kismacs,NO_UNIQUE_KSH_NAME,,
n13877118097,Kismarja,Kismarja,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1065130049,Kismindszenti út,Kismindszenti út,NO_UNIQUE_KSH_NAME,,
n8388835005,Kispest,Kispest,NO_UNIQUE_KSH_NAME,,
n8373790224,Kisrárós,Kisrárós,NO_UNIQUE_KSH_NAME,,
n415597047,Kisszekeres,Kisszekeres,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n6284985778,Kisszénás,Kisszénás,NO_UNIQUE_KSH_NAME,,
n6607085810,Kistarcsa,Kistarcsa,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n6607085803,"Kistarcsa, kórház","Kistarcsa, kórház",NO_UNIQUE_KSH_NAME,,
n1065130736,Kisteleki szőlők,Kisteleki szőlők,NO_UNIQUE_KSH_NAME,,
n507098475,Kisterenye,Kisterenye,NO_UNIQUE_KSH_NAME,,
n5294720346,Kisterenye-Bányatelep,Kisterenye-Bányatelep,NO_UNIQUE_KSH_NAME,,
n1085387130,Kistolmácsi Erdei Lak,Kistolmácsi Erdei Lak,NO_UNIQUE_KSH_NAME,,
n8862293373,Kistolmácsi-tó,Kistolmácsi-tó,NO_UNIQUE_KSH_NAME,,
n1065130009,Kistőke,Kistőke,NO_UNIQUE_KSH_NAME,,
n10224100955,Kisvác,Kisvác,NO_UNIQUE_KSH_NAME,,
n3731384077,Kisvárda-Hármasút,Kisvárda-Hármasút,NO_UNIQUE_KSH_NAME,,
n347635034,Kiszombor megálló,Kiszombor megálló,NO_UNIQUE_KSH_NAME,,
n243750430,Kitérőgyár,Kitérőgyár,NO_UNIQUE_KSH_NAME,,
n8420221585,Klotildliget,Klotildliget,NO_UNIQUE_KSH_NAME,,
n10224033983,Klábertelep,Klábertelep,NO_UNIQUE_KSH_NAME,,
n1065130331,Kocsord,Kocsord,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n497138623,Kocsord alsó,Kocsord alsó,NO_UNIQUE_KSH_NAME,,
n5217774763,Kodály körönd,Kodály körönd,NO_UNIQUE_KSH_NAME,,
n3594252323,Komlósi-völgy,Komlósi-völgy,NO_UNIQUE_KSH_NAME,,
n10223546795,Kondoroskert,Kondoroskert,NO_UNIQUE_KSH_NAME,,
n1436523067,Konrad Lorenz,Konrad Lorenz,NO_UNIQUE_KSH_NAME,,
n13877118072,Konyár,Konyár,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n10236399595,Konyári Sóstófürdő,Konyári Sóstófürdő,NO_UNIQUE_KSH_NAME,,
n1257865064,Korlát-Vizsoly,Korlát-Vizsoly,NO_UNIQUE_KSH_NAME,,
n5217774797,Kossuth Lajos tér,Kossuth Lajos tér,NO_UNIQUE_KSH_NAME,,
n7332758946,Kovácsműhely,Kovácsműhely,NO_UNIQUE_KSH_NAME,,
n1065129535,Kungyalu,Kungyalu,NO_UNIQUE_KSH_NAME,,
n411736478,Kunszentmiklós-Tass,Kunszentmiklós-Tass,NO_UNIQUE_KSH_NAME,,
n467080035,Kádárta,Kádárta,NO_UNIQUE_KSH_NAME,,
n9334329081,Kál-Kápolna,Kál-Kápolna,NO_UNIQUE_KSH_NAME,,
n1065130519,Kállósemjén,Kállósemjén,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n5217774787,Kálvin tér,Kálvin tér,NO_UNIQUE_KSH_NAME,,
n6550922632,Kálvin tér,Kálvin tér,NO_UNIQUE_KSH_NAME,,
n1085371244,Kámaházi erdészlak,Kámaházi erdészlak,NO_UNIQUE_KSH_NAME,,
n1065129361,Kámon,Kámon,NO_UNIQUE_KSH_NAME,,
n1085370692,Kányavár,Kányavár,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n80221196,Káptalanfüred,Káptalanfüred,NO_UNIQUE_KSH_NAME,,
n7248617430,Kén utca,Kén utca,NO_UNIQUE_KSH_NAME,,
n367073668,Kétútköz,Kétútköz,NO_UNIQUE_KSH_NAME,,
n1065130141,Kónya,Kónya,NO_UNIQUE_KSH_NAME,,
n1065130149,Kónyaszék,Kónyaszék,NO_UNIQUE_KSH_NAME,,
n1065130496,Kórógyszentgyörgy,Kórógyszentgyörgy,NO_UNIQUE_KSH_NAME,,
n501797919,Körösladány,Körösladány,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n2508607846,Kövecses,Kövecses,NO_UNIQUE_KSH_NAME,,
n7248589323,Közvágóhíd,Közvágóhíd,NO_UNIQUE_KSH_NAME,,
n1065130647,Középmező,Középmező,NO_UNIQUE_KSH_NAME,,
n9481731647,Középrigóc,Középrigóc,NO_UNIQUE_KSH_NAME,,
n1065130379,Kútvölgy,Kútvölgy,NO_UNIQUE_KSH_NAME,,
n9480407141,Küngös,Küngös,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n8388835004,Kőbánya alsó,Kőbánya alsó,NO_UNIQUE_KSH_NAME,,
n6694680311,Kőbánya felső,Kőbánya felső,NO_UNIQUE_KSH_NAME,,
n5217774766,Kőbánya-Kispest,Kőbánya-Kispest,NO_UNIQUE_KSH_NAME,,
n9483069313,Kőbánya-Kispest,Kőbánya-Kispest,NO_UNIQUE_KSH_NAME,,
n2982574545,Kőkapu,Kőkapu,NO_UNIQUE_KSH_NAME,,
n10143234155,Kőrózsa,Kőrózsa,NO_UNIQUE_KSH_NAME,,
n3087863490,Kőszegfalva,Kőszegfalva,NO_UNIQUE_KSH_NAME,,
n1796135499,Lajosháza,Lajosháza,NO_UNIQUE_KSH_NAME,,
n10223992084,Lajosmizse alsó,Lajosmizse alsó,NO_UNIQUE_KSH_NAME,,
n3420245649,Lassi,Lassi,NO_UNIQUE_KSH_NAME,,
n5217774780,Lehel tér,Lehel tér,NO_UNIQUE_KSH_NAME,,
n5300178888,Lenti ÁEV,Lenti ÁEV,NO_UNIQUE_KSH_NAME,,
n2508608604,Lenti-Gyöngyvirág utca,Lenti-Gyöngyvirág utca,NO_UNIQUE_KSH_NAME,,
n1065129615,Lentiszombathely,Lentiszombathely,NO_UNIQUE_KSH_NAME,,
n2508607850,Lentiszombathely-Mumor,Lentiszombathely-Mumor,NO_UNIQUE_KSH_NAME,,
n1065129956,Levelek-Magy,Levelek-Magy,NO_UNIQUE_KSH_NAME,,
n1065130251,Ligettanya,Ligettanya,NO_UNIQUE_KSH_NAME,,
n3442719826,Lillafüred,Lillafüred,NO_UNIQUE_KSH_NAME,,
n496059585,Loipersbach-Schattendorf,Loipersbach-Schattendorf,NO_UNIQUE_KSH_NAME,,
n1476158790,Lukafa,Lukafa,NO_UNIQUE_KSH_NAME,,
n1141836667,Lukafai elágazás,Lukafai elágazás,NO_UNIQUE_KSH_NAME,,
n13192858595,Lukas Hoffmann,Lukas Hoffmann,NO_UNIQUE_KSH_NAME,,
n1065130199,Lukácsháza alsó,Lukácsháza alsó,NO_UNIQUE_KSH_NAME,,
n11076206948,Látókép,Látókép,NO_UNIQUE_KSH_NAME,,
n91711539,Lébény-Mosonszentmiklós,Lébény-Mosonszentmiklós,NO_UNIQUE_KSH_NAME,,
n507098424,Létavértes,Létavértes,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n8420248870,Magdolnavölgy,Magdolnavölgy,NO_UNIQUE_KSH_NAME,,
n10225069412,Maglódi nyaraló,Maglódi nyaraló,NO_UNIQUE_KSH_NAME,,
n93800927,Magyarkeresztúr-Zsebeháza,Magyarkeresztúr-Zsebeháza,NO_UNIQUE_KSH_NAME,,
n287638746,Magyarkút,Magyarkút,NO_UNIQUE_KSH_NAME,,
n287638747,Magyarkút-Verőce,Magyarkút-Verőce,NO_UNIQUE_KSH_NAME,,
n3046019828,Mahóca,Mahóca,NO_UNIQUE_KSH_NAME,,
n1887349103,Majláth,Majláth,NO_UNIQUE_KSH_NAME,,
n348022630,Makó-Újváros,Makó-Újváros,NO_UNIQUE_KSH_NAME,,
n410898313,Malomtelelő,Malomtelelő,NO_UNIQUE_KSH_NAME,,
n6347519924,"Margit híd, budai hídfő","Margit híd, budai hídfő",NO_UNIQUE_KSH_NAME,,
n9480463719,Maroshegy,Maroshegy,NO_UNIQUE_KSH_NAME,,
n2153434327,Martinka,Martinka,NO_UNIQUE_KSH_NAME,,
n342152127,Mecsekalja-Cserkút,Mecsekalja-Cserkút,NO_UNIQUE_KSH_NAME,,
n1260939554,Mecsekjánosi,Mecsekjánosi,NO_UNIQUE_KSH_NAME,,
n10218161654,Meggyespele,Meggyespele,NO_UNIQUE_KSH_NAME,,
n2508607851,Mereta,Mereta,NO_UNIQUE_KSH_NAME,,
n9522199480,Mereta rakodó,Mereta rakodó,NO_UNIQUE_KSH_NAME,,
n1437544220,Mesztegnyő EV,Mesztegnyő EV,NO_UNIQUE_KSH_NAME,,
n5217774759,Mexikói út,Mexikói út,NO_UNIQUE_KSH_NAME,,
n506540049,Mezőkeresztes-Mezőnyárád,Mezőkeresztes-Mezőnyárád,NO_UNIQUE_KSH_NAME,,
n2522963097,Mezőkovácsháza felső,Mezőkovácsháza felső,NO_UNIQUE_KSH_NAME,,
n1065130724,Mezőkövesd felső,Mezőkövesd felső,NO_UNIQUE_KSH_NAME,,
n10224100927,Miklóstelep,Miklóstelep,NO_UNIQUE_KSH_NAME,,
n7251595708,Millenniumtelep,Millenniumtelep,NO_UNIQUE_KSH_NAME,,
n9323403674,"Miskolc, Dorottya utca","Miskolc, Dorottya utca",NO_UNIQUE_KSH_NAME,,
n3270362167,Miskolc-Gömöri,Miskolc-Gömöri,NO_UNIQUE_KSH_NAME,,
n9480929156,Miskolc-Repülőtér,Miskolc-Repülőtér,NO_UNIQUE_KSH_NAME,,
n268213797,Miskolc-Tiszai,Miskolc-Tiszai,NO_UNIQUE_KSH_NAME,,
n687024276,Mogersdorf,Mogersdorf,NO_UNIQUE_KSH_NAME,,
n6607085806,Mogyoród,Mogyoród,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n619723825,Moha-Rakodó,Moha-Rakodó,NO_UNIQUE_KSH_NAME,,
n9836163221,Monostorpályi,Monostorpályi,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n9323345409,Morgó,Morgó,NO_UNIQUE_KSH_NAME,,
n354597184,Mágocs-Alsómocsolád,Mágocs-Alsómocsolád,NO_UNIQUE_KSH_NAME,,
n6736760614,Máriabesnyő,Máriabesnyő,NO_UNIQUE_KSH_NAME,,
n13334897821,Máriahullámtelep,Máriahullámtelep,NO_UNIQUE_KSH_NAME,,
n3411797085,Máriakút,Máriakút,NO_UNIQUE_KSH_NAME,,
n5196969589,Márianosztra,Márianosztra,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1065129579,Máriapócs,Máriapócs,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n6908568699,Máriaszőlőtelep,Máriaszőlőtelep,NO_UNIQUE_KSH_NAME,,
n10225069413,Máriaudvar,Máriaudvar,NO_UNIQUE_KSH_NAME,,
n3711079062,Márki-rét,Márki-rét,NO_UNIQUE_KSH_NAME,,
n1887349114,Mártabánya,Mártabánya,NO_UNIQUE_KSH_NAME,,
n9241199503,Mátrafüred,Mátrafüred,NO_UNIQUE_KSH_NAME,,
n243766920,Mátrafüred alsó,Mátrafüred alsó,NO_UNIQUE_KSH_NAME,,
n268596615,Mátraszőlős-Hasznos,Mátraszőlős-Hasznos,NO_UNIQUE_KSH_NAME,,
n4223413363,Mátravidéki Erőmű,Mátravidéki Erőmű,NO_UNIQUE_KSH_NAME,,
n6607085798,Mátyásföld alsó,Mátyásföld alsó,NO_UNIQUE_KSH_NAME,,
n6607085809,"Mátyásföld, Imre utca","Mátyásföld, Imre utca",NO_UNIQUE_KSH_NAME,,
n6607085802,"Mátyásföld, repülőtér","Mátyásföld, repülőtér",NO_UNIQUE_KSH_NAME,,
n9849963679,Mátéházapuszta,Mátéházapuszta,NO_UNIQUE_KSH_NAME,,
n409646085,Máza-Szászvár,Máza-Szászvár,NO_UNIQUE_KSH_NAME,,
n1142099087,Mélyéger,Mélyéger,NO_UNIQUE_KSH_NAME,,
n276515721,Ménfőcsanak felső,Ménfőcsanak felső,NO_UNIQUE_KSH_NAME,,
n10223587012,Méntelek,Méntelek,NO_UNIQUE_KSH_NAME,,
n5217774784,Móricz Zsigmond körtér,Móricz Zsigmond körtér,NO_UNIQUE_KSH_NAME,,
n409634206,Mórágy-Alsónána,Mórágy-Alsónána,NO_UNIQUE_KSH_NAME,,
n6974099854,Müpa - Nemzeti Színház,Müpa - Nemzeti Színház,NO_UNIQUE_KSH_NAME,,
n268598665,Nagybátony,Nagybátony,NO_UNIQUE_KSH_NAME,,
n3992699089,Nagybörzsöny,Nagybörzsöny,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1212434413,Nagycsere,Nagycsere,NO_UNIQUE_KSH_NAME,,
n1065129651,Nagyhát,Nagyhát,NO_UNIQUE_KSH_NAME,,
n6607085789,Nagyicce,Nagyicce,NO_UNIQUE_KSH_NAME,,
n9498572327,Nagyigmánd-Bábolna,Nagyigmánd-Bábolna,NO_UNIQUE_KSH_NAME,,
n11672840349,Nagyirtáspuszta,Nagyirtáspuszta,NO_UNIQUE_KSH_NAME,,
n94290654,Nagykapornak,Nagykapornak,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n269707021,Nagykarácsony felső,Nagykarácsony felső,NO_UNIQUE_KSH_NAME,,
n13877131524,Nagykereki,Nagykereki,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1065130349,Nagykálló,Nagykálló,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1212434263,Nagylaki Kendergyár,Nagylaki Kendergyár,NO_UNIQUE_KSH_NAME,,
n5599753631,Nagylapos,Nagylapos,NO_UNIQUE_KSH_NAME,,
n8399367686,Nagymacs,Nagymacs,NO_UNIQUE_KSH_NAME,,
n3141610637,Nagymaros-Visegrád,Nagymaros-Visegrád,NO_UNIQUE_KSH_NAME,,
n10223586991,Nagynyír,Nagynyír,NO_UNIQUE_KSH_NAME,,
n1435965381,Nagyrezét,Nagyrezét,NO_UNIQUE_KSH_NAME,,
n1262974413,Nagyszekeres,Nagyszekeres,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n9480323207,Nagytétény,Nagytétény,NO_UNIQUE_KSH_NAME,,
n8530038203,Nagytétény-Diósd,Nagytétény-Diósd,NO_UNIQUE_KSH_NAME,,
n5217774771,Nagyvárad tér,Nagyvárad tér,NO_UNIQUE_KSH_NAME,,
n80221086,Nemesgulács-Kisapáti,Nemesgulács-Kisapáti,NO_UNIQUE_KSH_NAME,,
n1121787635,Normafa,Normafa,NO_UNIQUE_KSH_NAME,,
n8437402361,Nyergesújfalu felső,Nyergesújfalu felső,NO_UNIQUE_KSH_NAME,,
n5217774779,Nyugati pályaudvar,Nyugati pályaudvar,NO_UNIQUE_KSH_NAME,,
n1435965382,Nyárilegelő,Nyárilegelő,NO_UNIQUE_KSH_NAME,,
n1065129433,Nyárjas,Nyárjas,NO_UNIQUE_KSH_NAME,,
n1065130118,Nyárlőrinc alsó,Nyárlőrinc alsó,NO_UNIQUE_KSH_NAME,,
n1065129490,Nyárlőrinci szőlők,Nyárlőrinci szőlők,NO_UNIQUE_KSH_NAME,,
n1065129577,Nyíregyháza külső,Nyíregyháza külső,NO_UNIQUE_KSH_NAME,,
n3159360767,Nyíregyháza-Északi kitérő,Nyíregyháza-Északi kitérő,NO_UNIQUE_KSH_NAME,,
n73838717,Nyírlak,Nyírlak,NO_UNIQUE_KSH_NAME,,
n2508607853,Nyúldomb,Nyúldomb,NO_UNIQUE_KSH_NAME,,
n1476118694,Nyúlmály,Nyúlmály,NO_UNIQUE_KSH_NAME,,
n685038295,Nádtelep,Nádtelep,NO_UNIQUE_KSH_NAME,,
n5217774770,Népliget,Népliget,NO_UNIQUE_KSH_NAME,,
n7332758949,Néprajzi látványtár,Néprajzi látványtár,NO_UNIQUE_KSH_NAME,,
n507098100,Ohat-Pusztakócs,Ohat-Pusztakócs,NO_UNIQUE_KSH_NAME,,
n1063783373,Okorág-Kárászpuszta,Okorág-Kárászpuszta,NO_UNIQUE_KSH_NAME,,
n5217774765,Oktogon,Oktogon,NO_UNIQUE_KSH_NAME,,
n1063783451,Olaszliszka-Tolcsva,Olaszliszka-Tolcsva,NO_UNIQUE_KSH_NAME,,
n2507415271,Oltárc,Oltárc,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n4820751491,Ongaújfalu,Ongaújfalu,NO_UNIQUE_KSH_NAME,,
n5217774777,Opera,Opera,NO_UNIQUE_KSH_NAME,,
n1065129456,Oros,Oros,NO_UNIQUE_KSH_NAME,,
n1065130516,Orosháza felső,Orosháza felső,NO_UNIQUE_KSH_NAME,,
n1065129633,Orosháza-Üveggyár,Orosháza-Üveggyár,NO_UNIQUE_KSH_NAME,,
n1065129931,Orosházi tanyák,Orosházi tanyák,NO_UNIQUE_KSH_NAME,,
n3046019829,Ortástető,Ortástető,NO_UNIQUE_KSH_NAME,,
n14106332074,Oszkó Felső Vasútállomás,Oszkó Felső,NO_UNIQUE_KSH_NAME,,
n10302797979,Paks-Dunapart,Paks-Dunapart,NO_UNIQUE_KSH_NAME,,
n6349852055,Pannóniatelep,Pannóniatelep,NO_UNIQUE_KSH_NAME,,
n9323345411,Paphegy,Paphegy,NO_UNIQUE_KSH_NAME,,
n9480323206,Papkeszi,Papkeszi,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n3046043050,Papírgyár,Papírgyár,NO_UNIQUE_KSH_NAME,,
n415597056,Penyige,Penyige,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n6990971884,Pesterzsébet felső,Pesterzsébet felső,NO_UNIQUE_KSH_NAME,,
n619786746,Pesterzsébet mh. elágazás,Pesterzsébet mh. elágazás,NO_UNIQUE_KSH_NAME,,
n8388835011,Pestszentimre,Pestszentimre,NO_UNIQUE_KSH_NAME,,
n8388835006,Pestszentimre felső,Pestszentimre felső,NO_UNIQUE_KSH_NAME,,
n8406757171,Pestszentlőrinc,Pestszentlőrinc,NO_UNIQUE_KSH_NAME,,
n3296310086,Petneháza,Petneháza,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1065129589,Petőfiszállási tanyák,Petőfiszállási tanyák,NO_UNIQUE_KSH_NAME,,
n2231386750,Petőfiváros,Petőfiváros,NO_UNIQUE_KSH_NAME,,
n5217774791,Pillangó utca,Pillangó utca,NO_UNIQUE_KSH_NAME,,
n1476118697,Pipishegy,Pipishegy,NO_UNIQUE_KSH_NAME,,
n411412711,Piroska,Piroska,NO_UNIQUE_KSH_NAME,,
n9481003170,Piroska-Gyártelep,Piroska-Gyártelep,NO_UNIQUE_KSH_NAME,,
n1063783575,Pirtói-szőlők,Pirtói-szőlők,NO_UNIQUE_KSH_NAME,,
n8437402365,Piszke,Piszke,NO_UNIQUE_KSH_NAME,,
n13995265473,Pisztrángtelep,Pisztrángtelep,NO_UNIQUE_KSH_NAME,,
n507098220,Pocsaj-Esztár,Pocsaj-Esztár,NO_UNIQUE_KSH_NAME,,
n1065130208,Pogonyipuszta,Pogonyipuszta,NO_UNIQUE_KSH_NAME,,
n61086232,Polgárdi-Ipartelepek,Polgárdi-Ipartelepek,NO_UNIQUE_KSH_NAME,,
n8517780136,Polgárdi-Tekerespuszta,Polgárdi-Tekerespuszta,NO_UNIQUE_KSH_NAME,,
n6349848367,Pomáz,Pomáz,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1260955709,Porcsalma-Tyukod,Porcsalma-Tyukod,NO_UNIQUE_KSH_NAME,,
n10218098413,Portelek,Portelek,NO_UNIQUE_KSH_NAME,,
n3350644827,Porva-Csesznek,Porva-Csesznek,NO_UNIQUE_KSH_NAME,,
n1887349123,Puskaporos,Puskaporos,NO_UNIQUE_KSH_NAME,,
n5435526474,Puskás Akadémia,Puskás Akadémia,NO_UNIQUE_KSH_NAME,,
n5217774792,Puskás Ferenc Stadion,Puskás Ferenc Stadion,NO_UNIQUE_KSH_NAME,,
n1065130081,Pusztaberény,Pusztaberény,NO_UNIQUE_KSH_NAME,,
n1061100149,Pusztabánréve,Pusztabánréve,NO_UNIQUE_KSH_NAME,,
n10225137883,Pusztakettős,Pusztakettős,NO_UNIQUE_KSH_NAME,,
n5599734083,Pusztapó,Pusztapó,NO_UNIQUE_KSH_NAME,,
n10225069414,Pusztaszentistván,Pusztaszentistván,NO_UNIQUE_KSH_NAME,,
n343493892,Pusztatemplom,Pusztatemplom,NO_UNIQUE_KSH_NAME,,
n94074463,Pácsony,Pácsony,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1085346056,Páka,Páka,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n2386326591,Pálháza,Pálháza,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n8428504702,Pálháza-Ipartelep,Pálháza-Ipartelep,NO_UNIQUE_KSH_NAME,,
n93800928,Páli-Vadosfa,Páli-Vadosfa,NO_UNIQUE_KSH_NAME,,
n1065130023,Pálmajor,Pálmajor,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n340413312,Pécs-Külváros,Pécs-Külváros,NO_UNIQUE_KSH_NAME,,
n4340981717,Pécsbánya-Rendező,Pécsbánya-Rendező,NO_UNIQUE_KSH_NAME,,
n29530083,Péterhida-Komlósd,Péterhida-Komlósd,NO_UNIQUE_KSH_NAME,,
n5463144596,Pörböly,Pörböly,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n2508607854,Pörkölt,Pörkölt,NO_UNIQUE_KSH_NAME,,
n94290556,Pötréte,Pötréte,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n5217774768,Pöttyös utca,Pöttyös utca,NO_UNIQUE_KSH_NAME,,
n1063783431,Püspökladány-Vásártér,Püspökladány-Vásártér,NO_UNIQUE_KSH_NAME,,
n94074460,Püspökmolnári,Püspökmolnári,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n9480413778,Recsk-Kőrakodó,Recsk-Kőrakodó,NO_UNIQUE_KSH_NAME,,
n9480413788,Recsk-Parádfürdő,Recsk-Parádfürdő,NO_UNIQUE_KSH_NAME,,
n2982568488,Rostalló,Rostalló,NO_UNIQUE_KSH_NAME,,
n1262974450,Rozsály,Rozsály,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n249188838,Rudnaykert,Rudnaykert,NO_UNIQUE_KSH_NAME,,
n1065130505,Rábahíd,Rábahíd,NO_UNIQUE_KSH_NAME,,
n7251642634,Ráckeve,Ráckeve,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n412816838,Rádiháza,Rádiháza,NO_UNIQUE_KSH_NAME,,
n6712170720,Rákos,Rákos,NO_UNIQUE_KSH_NAME,,
n6532179926,Rákoscsaba,Rákoscsaba,NO_UNIQUE_KSH_NAME,,
n6738632408,Rákoscsaba-Újtelep,Rákoscsaba-Újtelep,NO_UNIQUE_KSH_NAME,,
n6607085796,Rákosfalva,Rákosfalva,NO_UNIQUE_KSH_NAME,,
n7084553530,Rákoshegy,Rákoshegy,NO_UNIQUE_KSH_NAME,,
n10225069410,Rákoskert,Rákoskert,NO_UNIQUE_KSH_NAME,,
n6952522100,Rákosliget,Rákosliget,NO_UNIQUE_KSH_NAME,,
n10160028431,Rákospalota-Kertváros,Rákospalota-Kertváros,NO_UNIQUE_KSH_NAME,,
n9481153350,Rákospalota-Újpest,Rákospalota-Újpest,NO_UNIQUE_KSH_NAME,,
n8420278688,Rákosrendező,Rákosrendező,NO_UNIQUE_KSH_NAME,,
