osm_id,osm_name,normalized_name,reason,candidate_ksh_code,candidate_line_code
n1246730240,Rákosszentmihály,Rákosszentmihály,NO_UNIQUE_KSH_NAME,,
n5217774788,Rákóczi tér,Rákóczi tér,NO_UNIQUE_KSH_NAME,,
n1065129504,Rákóczitanya,Rákóczitanya,NO_UNIQUE_KSH_NAME,,
n7281105662,Ráróspuszta,Ráróspuszta,NO_UNIQUE_KSH_NAME,,
n95036504,Répáspuszta,Répáspuszta,NO_UNIQUE_KSH_NAME,,
n445818131,Rétszilas,Rétszilas,NO_UNIQUE_KSH_NAME,,
n1063783503,Rétszilas alsó,Rétszilas alsó,NO_UNIQUE_KSH_NAME,,
n6349834609,Rómaifürdő,Rómaifürdő,NO_UNIQUE_KSH_NAME,,
n1212434713,Sajószentpéter-Piactér,Sajószentpéter-Piactér,NO_UNIQUE_KSH_NAME,,
n5237888497,Salgótarján külső,Salgótarján külső,NO_UNIQUE_KSH_NAME,,
n1065130280,Salköveskút-Vassurány,Salköveskút-Vassurány,NO_UNIQUE_KSH_NAME,,
n1065129454,Sarkadi Cukorgyár,Sarkadi Cukorgyár,NO_UNIQUE_KSH_NAME,,
n6607085794,Sashalom,Sashalom,NO_UNIQUE_KSH_NAME,,
n1141836666,Sasrét,Sasrét,NO_UNIQUE_KSH_NAME,,
n10224100935,Selymes,Selymes,NO_UNIQUE_KSH_NAME,,
n5258670625,Selyp,Selyp,NO_UNIQUE_KSH_NAME,,
n5217774772,Semmelweis Klinikák,Semmelweis Klinikák,NO_UNIQUE_KSH_NAME,,
n10224199511,Seregélyes-Szőlőhegy,Seregélyes-Szőlőhegy,NO_UNIQUE_KSH_NAME,,
n1065130197,Sirató,Sirató,NO_UNIQUE_KSH_NAME,,
n95043903,Sióvölgy,Sióvölgy,NO_UNIQUE_KSH_NAME,,
n4084211603,Slovenské Nové Mesto,Slovenské Nové Mesto,NO_UNIQUE_KSH_NAME,,
n95043907,Som-Nagyberény,Som-Nagyberény,NO_UNIQUE_KSH_NAME,,
n1065129955,Somogyszentpál,Somogyszentpál,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n1065130077,Somogyszentpál felső,Somogyszentpál felső,NO_UNIQUE_KSH_NAME,,
n94074457,Sorkifalud,Sorkifalud,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n7084525024,Soroksár,Soroksár,NO_UNIQUE_KSH_NAME,,
n7251565401,Soroksár felső,Soroksár felső,NO_UNIQUE_KSH_NAME,,
n7251571254,"Soroksár, Hősök tere","Soroksár, Hősök tere",NO_UNIQUE_KSH_NAME,,
n1881045105,Stimecz-ház,Stimecz-ház,NO_UNIQUE_KSH_NAME,,
n9480463720,Szabadifürdő,Szabadifürdő,NO_UNIQUE_KSH_NAME,,
n6365361929,Szabadisóstó,Szabadisóstó,NO_UNIQUE_KSH_NAME,,
n6990997891,Szabadkikötő,Szabadkikötő,NO_UNIQUE_KSH_NAME,,
n8420247258,Szabadságliget,Szabadságliget,NO_UNIQUE_KSH_NAME,,
n6607085795,Szabadságtelep,Szabadságtelep,NO_UNIQUE_KSH_NAME,,
n619127259,Szakály-Hőgyész,Szakály-Hőgyész,NO_UNIQUE_KSH_NAME,,
n9323381279,Szalajka-Fatelep,Szalajka-Fatelep,NO_UNIQUE_KSH_NAME,,
n9323381277,Szalajka-Fátyol-vízesés,Szalajka-Fátyol-vízesés,NO_UNIQUE_KSH_NAME,,
n9323381278,Szalajka-Halastó,Szalajka-Halastó,NO_UNIQUE_KSH_NAME,,
n1796135501,Szalajkaház,Szalajkaház,NO_UNIQUE_KSH_NAME,,
n1476204094,Szalajkavölgy-Lovaspálya,Szalajkavölgy-Lovaspálya,NO_UNIQUE_KSH_NAME,,
n1065130111,Szany-Rábaszentandrás,Szany-Rábaszentandrás,NO_UNIQUE_KSH_NAME,,
n25925507,Szatina-Kishajmás,Szatina-Kishajmás,NO_UNIQUE_KSH_NAME,,
n929923092,Szeged-Rókus,Szeged-Rókus,NO_UNIQUE_KSH_NAME,,
n445817997,Szekszárd-Palánk,Szekszárd-Palánk,NO_UNIQUE_KSH_NAME,,
n1212433827,Szellőhát,Szellőhát,NO_UNIQUE_KSH_NAME,,
n4769718767,Szemeretelep,Szemeretelep,NO_UNIQUE_KSH_NAME,,
n1212434344,Szendrő felső,Szendrő felső,NO_UNIQUE_KSH_NAME,,
n5217774785,Szent Gellért tér – Műegyetem,Szent Gellért tér – Műegyetem,NO_UNIQUE_KSH_NAME,,
n280179037,Szent György tér,Szent György tér,NO_UNIQUE_KSH_NAME,,
n6990992039,Szent Imre tér,Szent Imre tér,NO_UNIQUE_KSH_NAME,,
n7251552805,Szent István utca,Szent István utca,NO_UNIQUE_KSH_NAME,,
n10224157315,Szentannapuszta,Szentannapuszta,NO_UNIQUE_KSH_NAME,,
n6349856961,Szentendre,Szentendre,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n347352746,Szentetornya,Szentetornya,NO_UNIQUE_KSH_NAME,,
n6349840812,Szentistvántelep,Szentistvántelep,NO_UNIQUE_KSH_NAME,,
n6607085790,Szentjakab,Szentjakab,NO_UNIQUE_KSH_NAME,,
n10578407347,Szentkozma,Szentkozma,NO_UNIQUE_KSH_NAME,,
n6347395095,Szentlélek tér,Szentlélek tér,NO_UNIQUE_KSH_NAME,,
n94074458,Szentléránt,Szentléránt,NO_UNIQUE_KSH_NAME,,
n10167117356,Szentmihálytelek,Szentmihálytelek,NO_UNIQUE_KSH_NAME,,
n1141836652,Szentmártonpuszta,Szentmártonpuszta,NO_UNIQUE_KSH_NAME,,
n2508607855,Szentpéterfölde kitérő,Szentpéterfölde kitérő,NO_UNIQUE_KSH_NAME,,
n2508607856,Szentpéterfölde rakodó,Szentpéterfölde rakodó,NO_UNIQUE_KSH_NAME,,
n80221109,Szepezdfürdő,Szepezdfürdő,NO_UNIQUE_KSH_NAME,,
n6697934937,Szigetcsép,Szigetcsép,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n7251611441,Szigethalom,Szigethalom,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n7251628006,Szigethalom alsó,Szigethalom alsó,NO_UNIQUE_KSH_NAME,,
n6365601881,Szigetszentmiklós,Szigetszentmiklós,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n5589079417,Szigetszentmiklós alsó,Szigetszentmiklós alsó,NO_UNIQUE_KSH_NAME,,
n6697934938,Szigetszentmiklós-Gyártelep,Szigetszentmiklós-Gyártelep,NO_UNIQUE_KSH_NAME,,
n6697934936,Szigetszentmárton-Szigetújfalu,Szigetszentmárton-Szigetújfalu,NO_UNIQUE_KSH_NAME,,
n1065130618,Szikra,Szikra,NO_UNIQUE_KSH_NAME,,
n1060125632,Szikszó-Vásártér,Szikszó-Vásártér,NO_UNIQUE_KSH_NAME,,
n1374463363,Szikáncs,Szikáncs,NO_UNIQUE_KSH_NAME,,
n93548551,Szil-Sopronnémeti,Szil-Sopronnémeti,NO_UNIQUE_KSH_NAME,,
n6607085791,Szilasliget,Szilasliget,NO_UNIQUE_KSH_NAME,,
n2508607857,Szilvágy,Szilvágy,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n9819657207,Szilvásvárad-Szalajkavölgy,Szilvásvárad-Szalajkavölgy,NO_UNIQUE_KSH_NAME,,
n10160028436,Szob alsó,Szob alsó,NO_UNIQUE_KSH_NAME,,
n1435581064,Szokolya-Mányoki,Szokolya-Mányoki,NO_UNIQUE_KSH_NAME,,
n1435581066,Szokolya-Riezner,Szokolya-Riezner,NO_UNIQUE_KSH_NAME,,
n1065130541,Szombathely-Szőlős,Szombathely-Szőlős,NO_UNIQUE_KSH_NAME,,
n3561907552,Szomfovai delta,Szomfovai delta,NO_UNIQUE_KSH_NAME,,
n7332758947,Sztaravoda-patak,Sztaravoda-patak,NO_UNIQUE_KSH_NAME,,
n8437526244,Szárazrét,Szárazrét,NO_UNIQUE_KSH_NAME,,
n5217774760,Széchenyi fürdő,Széchenyi fürdő,NO_UNIQUE_KSH_NAME,,
n6354701370,Széchenyihegy,Széchenyihegy,NO_UNIQUE_KSH_NAME,,
n6350559592,Szélhegy,Szélhegy,NO_UNIQUE_KSH_NAME,,
n5217774799,Széll Kálmán tér,Széll Kálmán tér,NO_UNIQUE_KSH_NAME,,
n6354687156,Szépjuhászné,Szépjuhászné,NO_UNIQUE_KSH_NAME,,
n6347508739,Szépvölgyi út,Szépvölgyi út,NO_UNIQUE_KSH_NAME,,
n1142099313,Szúnyogvár,Szúnyogvár,NO_UNIQUE_KSH_NAME,,
n7399458407,Sződ-Sződliget,Sződ-Sződliget,NO_UNIQUE_KSH_NAME,,
n10225069415,Szőlősnyaraló,Szőlősnyaraló,NO_UNIQUE_KSH_NAME,,
n8435054099,Szőny,Szőny,NO_UNIQUE_KSH_NAME,,
n8437554628,Szőny-Déli,Szőny-Déli,NO_UNIQUE_KSH_NAME,,
n347635107,Szőreg,Szőreg,NO_UNIQUE_KSH_NAME,,
n338959269,Sáferkút,Sáferkút,NO_UNIQUE_KSH_NAME,,
n2092268146,Sámsoni út,Sámsoni út,NO_UNIQUE_KSH_NAME,,
n2508607858,Sárdipuszta,Sárdipuszta,NO_UNIQUE_KSH_NAME,,
n9629540519,Sárpentele,Sárpentele,NO_UNIQUE_KSH_NAME,,
n445817987,Sárpilis-Várdomb,Sárpilis-Várdomb,NO_UNIQUE_KSH_NAME,,
n8417524963,Sáránd,Sáránd,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n3731378557,Sóstó,Sóstó,NO_UNIQUE_KSH_NAME,,
n4188929522,Sóstóhegy,Sóstóhegy,NO_UNIQUE_KSH_NAME,,
n73838764,Sümegi Bazaltbánya,Sümegi Bazaltbánya,NO_UNIQUE_KSH_NAME,,
n8437402367,Süttő felső,Süttő felső,NO_UNIQUE_KSH_NAME,,
n1065130282,Tajó,Tajó,NO_UNIQUE_KSH_NAME,,
n9197583657,Találkozások háza,Találkozások háza,NO_UNIQUE_KSH_NAME,,
n1065129940,Tamásipuszta,Tamásipuszta,NO_UNIQUE_KSH_NAME,,
n9819657206,Tardosi Kőbányák,Tardosi Kőbányák,NO_UNIQUE_KSH_NAME,,
n412453298,Tatárvár,Tatárvár,NO_UNIQUE_KSH_NAME,,
n1060125493,Tedej,Tedej,NO_UNIQUE_KSH_NAME,,
n3138193743,Tisza-parti végállomás,Tisza-parti végállomás,NO_UNIQUE_KSH_NAME,,
n1065130407,Tiszaalpár alsó,Tiszaalpár alsó,NO_UNIQUE_KSH_NAME,,
n411403965,Tiszaalpár felső,Tiszaalpár felső,NO_UNIQUE_KSH_NAME,,
n9448488925,Tiszafüred-Gyártelep,Tiszafüred-Gyártelep,NO_UNIQUE_KSH_NAME,,
n1065129620,Tiszajenő alsó,Tiszajenő alsó,NO_UNIQUE_KSH_NAME,,
n1065130036,Tiszajenő-Vezseny,Tiszajenő-Vezseny,NO_UNIQUE_KSH_NAME,,
n4034679208,Tiszapalkonya-Erőmű,Tiszapalkonya-Erőmű,NO_UNIQUE_KSH_NAME,,
n411400141,Tiszaug-Tiszahídfő,Tiszaug-Tiszahídfő,NO_UNIQUE_KSH_NAME,,
n1065130020,Tisztavíz,Tisztavíz,NO_UNIQUE_KSH_NAME,,
n445818128,Tolna-Mözs,Tolna-Mözs,NO_UNIQUE_KSH_NAME,,
n1065130125,Tompapuszta,Tompapuszta,NO_UNIQUE_KSH_NAME,,
n95043979,Toponár,Toponár,NO_UNIQUE_KSH_NAME,,
n1787419617,Toppancshíd,Toppancshíd,NO_UNIQUE_KSH_NAME,,
n7251538928,Torontál utca,Torontál utca,NO_UNIQUE_KSH_NAME,,
n1065130397,Tunyogmatolcs,Tunyogmatolcs,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n415597070,Tunyogmatolcs alsó,Tunyogmatolcs alsó,NO_UNIQUE_KSH_NAME,,
n549344570,Táborfalva-Fenyves rakodó,Táborfalva-Fenyves rakodó,NO_UNIQUE_KSH_NAME,,
n8925624383,Táska forgalmi kitérő,Táska forgalmi kitérő,NO_UNIQUE_KSH_NAME,,
n9212469727,Tétényliget,Tétényliget,NO_UNIQUE_KSH_NAME,,
n6347508738,Tímár utca,Tímár utca,NO_UNIQUE_KSH_NAME,,
n549344791,Tócóvölgy,Tócóvölgy,NO_UNIQUE_KSH_NAME,,
n9212499235,Tóvároskert,Tóvároskert,NO_UNIQUE_KSH_NAME,,
n5589074564,Tököl,Tököl,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n5625986025,Törökfái,Törökfái,NO_UNIQUE_KSH_NAME,,
n10021930172,Törökfái felső,Törökfái felső,NO_UNIQUE_KSH_NAME,,
n1085371048,Törösznek,Törösznek,NO_UNIQUE_KSH_NAME,,
n5879575010,Tőserdő,Tőserdő,NO_UNIQUE_KSH_NAME,,
n14142266363,Uzovicstelep,Uzovicstelep,NO_UNIQUE_KSH_NAME,,
n73838831,Uzsabánya alsó,Uzsabánya alsó,NO_UNIQUE_KSH_NAME,,
n10582200802,Vadmegfigyelő,Vadmegfigyelő,NO_UNIQUE_KSH_NAME,,
n1065129590,Vaja-Rohod,Vaja-Rohod,NO_UNIQUE_KSH_NAME,,
n94074329,Vasvár,Vasvár,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n6150716889,Vasútmúzeum,Vasútmúzeum,NO_UNIQUE_KSH_NAME,,
n619723855,Vasúttörténeti Park,Vasúttörténeti Park,NO_UNIQUE_KSH_NAME,,
n10223586985,Vecsés-Kertekalja,Vecsés-Kertekalja,NO_UNIQUE_KSH_NAME,,
n8880621971,Velencefürdő,Velencefürdő,NO_UNIQUE_KSH_NAME,,
n4065662861,Vetettfű,Vetettfű,NO_UNIQUE_KSH_NAME,,
n93800930,Vica,Vica,NO_UNIQUE_KSH_NAME,,
n240519027,Vicziántelep,Vicziántelep,NO_UNIQUE_KSH_NAME,,
n1065129335,Vilmaszállás,Vilmaszállás,NO_UNIQUE_KSH_NAME,,
n1065130508,Világoshegy,Világoshegy,NO_UNIQUE_KSH_NAME,,
n382602287,Vinye,Vinye,NO_UNIQUE_KSH_NAME,,
n6354676965,Virágvölgy,Virágvölgy,NO_UNIQUE_KSH_NAME,,
n3047453463,Virányos,Virányos,NO_UNIQUE_KSH_NAME,,
n506540111,Visontai Kombinát,Visontai Kombinát,NO_UNIQUE_KSH_NAME,,
n415595765,Vitka,Vitka,NO_UNIQUE_KSH_NAME,,
n1212434739,Vitnyéd-Csermajor,Vitnyéd-Csermajor,NO_UNIQUE_KSH_NAME,,
n3141645710,Vác-Alsóváros,Vác-Alsóváros,NO_UNIQUE_KSH_NAME,,
n2507416094,Várfölde,Várfölde,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n8437402368,Várhegyalja,Várhegyalja,NO_UNIQUE_KSH_NAME,,
n343684652,Városi park,Városi park,NO_UNIQUE_KSH_NAME,,
n71526160,Városlőd-Kislőd,Városlőd-Kislőd,NO_UNIQUE_KSH_NAME,,
n1065130130,Vásárosnamény külső,Vásárosnamény külső,NO_UNIQUE_KSH_NAME,,
n1259198891,Végegyháza alsó,Végegyháza alsó,NO_UNIQUE_KSH_NAME,,
n7332758945,Vízimalom,Vízimalom,NO_UNIQUE_KSH_NAME,,
n3390023551,Víznyomó,Víznyomó,NO_UNIQUE_KSH_NAME,,
n5217774775,Vörösmarty tér,Vörösmarty tér,NO_UNIQUE_KSH_NAME,,
n5217774764,Vörösmarty utca,Vörösmarty utca,NO_UNIQUE_KSH_NAME,,
n6350568628,Vörösvárbánya,Vörösvárbánya,NO_UNIQUE_KSH_NAME,,
n1212434390,Zagyvapálfalva,Zagyvapálfalva,NO_UNIQUE_KSH_NAME,,
n2508607859,Zajda,Zajda,NO_UNIQUE_KSH_NAME,,
n415597016,Zajta,Zajta,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n506539232,Zalabér-Batyk,Zalabér-Batyk,NO_UNIQUE_KSH_NAME,,
n1065129970,Zalacséb-Salomvár,Zalacséb-Salomvár,NO_UNIQUE_KSH_NAME,,
n7512248964,Zalaegerszeg-Ola,Zalaegerszeg-Ola,NO_UNIQUE_KSH_NAME,,
n412818141,Zalapatakalja,Zalapatakalja,NO_UNIQUE_KSH_NAME,,
n94074467,Zalaszentlőrinc,Zalaszentlőrinc,NO_REFERENCED_LINE_WITHIN_LIMIT,,
n94290650,Zalaszentmihály-Pacsa,Zalaszentmihály-Pacsa,NO_UNIQUE_KSH_NAME,,
n6365349744,Zamárdi felső,Zamárdi felső,NO_UNIQUE_KSH_NAME,,
n1060125451,Zelemér,Zelemér,NO_UNIQUE_KSH_NAME,,
n1787419560,Zemanek,Zemanek,NO_UNIQUE_KSH_NAME,,
n94743605,Zrínyitelep,Zrínyitelep,NO_UNIQUE_KSH_NAME,,
n2508607860,Zsidóhegyhát rakodó,Zsidóhegyhát rakodó,NO_UNIQUE_KSH_NAME,,
n6607085797,Zsófialiget,Zsófialiget,NO_UNIQUE_KSH_NAME,,
n6524784304,Zugló,Zugló,NO_UNIQUE_KSH_NAME,,
n80221127,Zánka-Erzsébettábor,Zánka-Erzsébettábor,NO_UNIQUE_KSH_NAME,,
n5333649460,Zánka-Köveskál,Zánka-Köveskál,NO_UNIQUE_KSH_NAME,,
n9481153370,Ágerdőmajor,Ágerdőmajor,NO_UNIQUE_KSH_NAME,,
n13634656090,Állatkert,Állatkert,NO_UNIQUE_KSH_NAME,,
n6607085793,Árpádföld,Árpádföld,NO_UNIQUE_KSH_NAME,,
n1065130539,Árpádszállás,Árpádszállás,NO_UNIQUE_KSH_NAME,,
n3561909769,Ásásduna,Ásásduna,NO_UNIQUE_KSH_NAME,,
n575887929,Égerláp,Égerláp,NO_UNIQUE_KSH_NAME,,
n6854286842,Érd alsó,Érd alsó,NO_UNIQUE_KSH_NAME,,
n8529977510,Érd felső,Érd felső,NO_UNIQUE_KSH_NAME,,
n8560083768,Érdliget,Érdliget,NO_UNIQUE_KSH_NAME,,
n6137205675,Óbuda,Óbuda,NO_UNIQUE_KSH_NAME,,
n1065130073,Óbög,Óbög,NO_UNIQUE_KSH_NAME,,
n1065130166,Ócsai szőlők,Ócsai szőlők,NO_UNIQUE_KSH_NAME,,
n268215875,Ózd alsó,Ózd alsó,NO_UNIQUE_KSH_NAME,,
n93800949,Ölbő-Alsószeleste,Ölbő-Alsószeleste,NO_UNIQUE_KSH_NAME,,
n5217774790,Örs vezér tere,Örs vezér tere,NO_UNIQUE_KSH_NAME,,
n6407374805,Örs vezér tere,Örs vezér tere,NO_UNIQUE_KSH_NAME,,
n5217774783,Újbuda-központ,Újbuda-központ,NO_UNIQUE_KSH_NAME,,
n1065129323,Újbög,Újbög,NO_UNIQUE_KSH_NAME,,
n7203890765,Újpalota,Újpalota,NO_UNIQUE_KSH_NAME,,
n6361294640,Újpest,Újpest,NO_UNIQUE_KSH_NAME,,
n6372285730,Újpest-központ,Újpest-központ,NO_UNIQUE_KSH_NAME,,
n5217848813,Újpest-városkapu,Újpest-városkapu,NO_UNIQUE_KSH_NAME,,
n347635119,Újszeged,Újszeged,NO_UNIQUE_KSH_NAME,,
n1065130625,Újvenyim,Újvenyim,NO_UNIQUE_KSH_NAME,,
n347352748,Újváros,Újváros,NO_UNIQUE_KSH_NAME,,
n10224157296,Úrihegy,Úrihegy,NO_UNIQUE_KSH_NAME,,
n1796135883,Őrlőmű,Őrlőmű,NO_UNIQUE_KSH_NAME,,
n1065130470,Őszeszék,Őszeszék,NO_UNIQUE_KSH_NAME,,
n7683964612,Šahy,Šahy,NO_UNIQUE_KSH_NAME,,
n3375535737,Четово,Четово,NO_UNIQUE_KSH_NAME,,
