ksh_code,name,county_name
09830,Szemere,Borsod-Abaúj-Zemplén
09849,Hernád,Pest
09858,Komlósd,Somogy
09867,Pölöske,Zala
09876,Chernelházadamonya,Vas
09885,Fertőd,Győr-Moson-Sopron
09894,Borsosberény,Nógrád
09900,Rácalmás,Fejér
09919,Tuzsér,Szabolcs-Szatmár-Bereg
09928,Hetes,Somogy
09937,Kenyeri,Vas
09946,Hencse,Somogy
09955,Kövegy,Csongrád-Csanád
09964,Tófalu,Heves
09973,Délegyháza,Pest
09982,Szűcsi,Heves
09991,Nagykovácsi,Pest
10001,Nagydém,Veszprém
10010,Lulla,Somogy
10029,Hövej,Győr-Moson-Sopron
10038,Liptód,Baranya
10047,Csáfordjánosfa,Győr-Moson-Sopron
10056,Borsfa,Zala
10065,Szentimrefalva,Veszprém
10074,Istenmezeje,Heves
10083,Szakcs,Tolna
10092,Örvényes,Veszprém
10108,Áporka,Pest
10117,Újkenéz,Szabolcs-Szatmár-Bereg
10126,Győrtelek,Szabolcs-Szatmár-Bereg
10135,Palotabozsok,Baranya
10144,Varbóc,Borsod-Abaúj-Zemplén
10153,Torvaj,Somogy
10162,Püspökladány,Hajdú-Bihar
10171,Sajógalgóc,Borsod-Abaúj-Zemplén
10180,Bácsbokod,Bács-Kiskun
10199,Szarvasgede,Nógrád
10205,Tiszarád,Szabolcs-Szatmár-Bereg
10214,Budapest 22. ker.,főváros
10223,Szalafő,Vas
10232,Egyházashetye,Vas
10241,Hevesaranyos,Heves
10250,Farkasgyepű,Veszprém
10269,Hahót,Zala
10278,Sé,Vas
10287,Kondoros,Békés
10296,Gárdony,Fejér
10302,Vasboldogasszony,Zala
10311,Pusztacsó,Vas
10320,Vizslás,Nógrád
10339,Ásotthalom,Csongrád-Csanád
10348,Zalakomár,Zala
10357,Abod,Borsod-Abaúj-Zemplén
10366,Füzérradvány,Borsod-Abaúj-Zemplén
10375,Tornakápolna,Borsod-Abaúj-Zemplén
10384,Bejcgyertyános,Vas
10393,Hajdúhadház,Hajdú-Bihar
10409,Németbánya,Veszprém
10418,Nagyút,Heves
10427,Magyaratád,Somogy
10436,Szamossályi,Szabolcs-Szatmár-Bereg
10445,Egyházaskesző,Veszprém
10454,Dunasziget,Győr-Moson-Sopron
10463,Kölesd,Tolna
10472,Császártöltés,Bács-Kiskun
10481,Bicske,Fejér
10490,Dorog,Komárom-Esztergom
10506,Bodrog,Somogy
10515,Maroslele,Csongrád-Csanád
10524,Detek,Borsod-Abaúj-Zemplén
10533,Dávod,Bács-Kiskun
10542,Kémes,Baranya
10551,Monor,Pest
10560,Bezi,Győr-Moson-Sopron
10579,Sajtoskál,Vas
10588,Beled,Győr-Moson-Sopron
10597,Rum,Vas
10603,Csurgónagymarton,Somogy
10612,Komjáti,Borsod-Abaúj-Zemplén
10621,Bükkszenterzsébet,Heves
10630,Őriszentpéter,Vas
10649,Csertalakos,Zala
10658,Fertőhomok,Győr-Moson-Sopron
10667,Városföld,Bács-Kiskun
10676,Halogy,Vas
10685,Vállus,Zala
10694,Bogdása,Baranya
10700,Budapest 10. ker.,főváros
10719,Bácsalmás,Bács-Kiskun
10728,Edelény,Borsod-Abaúj-Zemplén
10737,Vámosmikola,Pest
10746,Kistótfalu,Baranya
10755,Majosháza,Pest
10764,Körösnagyharsány,Békés
10773,Tiszabő,Jász-Nagykun-Szolnok
10782,Boncodfölde,Zala
10791,Fülesd,Szabolcs-Szatmár-Bereg
10807,Nyírparasznya,Szabolcs-Szatmár-Bereg
10816,Kiskunlacháza,Pest
10825,Pécsvárad,Baranya
10834,Olcsvaapáti,Szabolcs-Szatmár-Bereg
10843,Nick,Vas
10852,Érpatak,Szabolcs-Szatmár-Bereg
10861,Ecseny,Somogy
10870,Doba,Veszprém
10889,Lispeszentadorján,Zala
10904,Garadna,Borsod-Abaúj-Zemplén
10913,Karakó,Vas
10922,Maglód,Pest
10931,Hagyárosbörönd,Zala
10940,Nagykozár,Baranya
10959,Nikla,Somogy
10968,Mogyoróska,Borsod-Abaúj-Zemplén
10977,Tiszavalk,Borsod-Abaúj-Zemplén
10986,Szulok,Somogy
10995,Kerékteleki,Komárom-Esztergom
11004,Jászkarajenő,Pest
11013,Szihalom,Heves
11022,Zsujta,Borsod-Abaúj-Zemplén
11031,Tolnanémedi,Tolna
11040,Lakócsa,Somogy
11059,Baglad,Zala
11068,Röjtökmuzsaj,Győr-Moson-Sopron
11086,Cún,Baranya
11095,Nyírlövő,Szabolcs-Szatmár-Bereg
11101,Szőlősgyörök,Somogy
11110,Szuhakálló,Borsod-Abaúj-Zemplén
11129,Olcsva,Szabolcs-Szatmár-Bereg
11138,Vekerd,Hajdú-Bihar
11147,Kisrákos,Vas
11156,Gór,Vas
11165,Szentpéterúr,Zala
11174,Kéthely,Somogy
11183,Kisdér,Baranya
11192,Igal,Somogy
11208,Hosszúvölgy,Zala
11217,Szűr,Baranya
11226,Hangács,Borsod-Abaúj-Zemplén
11235,Kőtelek,Jász-Nagykun-Szolnok
11244,Pócspetri,Szabolcs-Szatmár-Bereg
11253,Fertőboz,Győr-Moson-Sopron
11262,Kóny,Győr-Moson-Sopron
11271,Nyírlugos,Szabolcs-Szatmár-Bereg
11280,Katymár,Bács-Kiskun
11299,Bököny,Szabolcs-Szatmár-Bereg
11305,Besenyszög,Jász-Nagykun-Szolnok
11314,Budapest 15. ker.,főváros
11323,Mezőkeresztes,Borsod-Abaúj-Zemplén
11332,Sajónémeti,Borsod-Abaúj-Zemplén
11341,Cegléd,Pest
11350,Damak,Borsod-Abaúj-Zemplén
11369,Szakony,Győr-Moson-Sopron
11378,Füzérkomlós,Borsod-Abaúj-Zemplén
11387,Ikervár,Vas
11396,Pilisszentiván,Pest
11402,Mecsekpölöske,Baranya
11411,Halmajugra,Heves
11420,Pula,Veszprém
11439,Várpalota,Veszprém
11448,Kisrozvágy,Borsod-Abaúj-Zemplén
11457,Tényő,Győr-Moson-Sopron
11466,Zala,Somogy
11475,Lendvajakabfa,Zala
11484,Somogycsicsó,Somogy
11493,Szinpetri,Borsod-Abaúj-Zemplén
11509,Szenta,Somogy
11518,Rádfalva,Baranya
11527,Balaton,Heves
11536,Magyardombegyház,Békés
11545,Szentjakabfa,Veszprém
11554,Szécsisziget,Zala
11563,Alsónyék,Tolna
11572,Petőmihályfa,Vas
11581,Vilmány,Borsod-Abaúj-Zemplén
11590,Piliny,Nógrád
11606,Dunaszentbenedek,Bács-Kiskun
11615,Körösladány,Békés
11624,Bodmér,Fejér
11633,Vasszentmihály,Vas
11642,Felsőpáhok,Zala
11651,Bögöt,Vas
11660,Legyesbénye,Borsod-Abaúj-Zemplén
11679,Jánosháza,Vas
11688,Diósberény,Tolna
11697,Hidasnémeti,Borsod-Abaúj-Zemplén
11703,Vöröstó,Veszprém
11712,Báta,Tolna
11730,Orfű,Baranya
11749,Mezőnyárád,Borsod-Abaúj-Zemplén
11758,Meszes,Borsod-Abaúj-Zemplén
11767,Veszprém,Veszprém
11776,Sárszentmihály,Fejér
11785,Zalakaros,Zala
11794,Szank,Bács-Kiskun
11800,Vindornyaszőlős,Zala
11819,Kurityán,Borsod-Abaúj-Zemplén
11828,Porrog,Somogy
11837,Pocsaj,Hajdú-Bihar
11846,Kétbodony,Nógrád
11855,Pápakovácsi,Veszprém
11864,Érsekcsanád,Bács-Kiskun
11873,Mezőhegyes,Békés
11882,Abda,Győr-Moson-Sopron
11891,Héreg,Komárom-Esztergom
11907,Tiszamogyorós,Szabolcs-Szatmár-Bereg
11916,Balatonőszöd,Somogy
11925,Újtikos,Hajdú-Bihar
11934,Üröm,Pest
11943,Gyöngyösfalu,Vas
11952,Dinnyeberki,Baranya
11961,Bátya,Bács-Kiskun
11970,Bikács,Tolna
11989,Murony,Békés
11998,Csibrák,Tolna
12007,Szatymaz,Csongrád-Csanád
12016,Becske,Nógrád
12025,Csólyospálos,Bács-Kiskun
12034,Kelemér,Borsod-Abaúj-Zemplén
12043,Ölbő,Vas
12052,Budakeszi,Pest
12061,Hermánszeg,Szabolcs-Szatmár-Bereg
12070,Pétervására,Heves
12089,Gelse,Zala
12098,Nyírtura,Szabolcs-Szatmár-Bereg
12104,Vasszilvágy,Vas
12113,Kajárpéc,Győr-Moson-Sopron
12122,Letenye,Zala
12131,Nógrádmegyer,Nógrád
12140,Csepreg,Vas
12159,Hejőszalonta,Borsod-Abaúj-Zemplén
12168,Patca,Somogy
12177,Kardoskút,Békés
12186,Pátroha,Szabolcs-Szatmár-Bereg
12195,Romhány,Nógrád
12201,Zók,Baranya
12210,Tállya,Borsod-Abaúj-Zemplén
12229,Terpes,Heves
12238,Balatonederics,Veszprém
12247,Kemenesmagasi,Vas
12256,Füzesgyarmat,Békés
12265,Székkutas,Csongrád-Csanád
12274,Nyírmada,Szabolcs-Szatmár-Bereg
12283,Máriakálnok,Győr-Moson-Sopron
12292,Zsennye,Vas
12308,Hédervár,Győr-Moson-Sopron
12317,Andrásfa,Vas
12326,Györköny,Tolna
12335,Tompaládony,Vas
12344,Csengőd,Bács-Kiskun
12353,Kistamási,Baranya
12362,Pálháza,Borsod-Abaúj-Zemplén
12371,Pamlény,Borsod-Abaúj-Zemplén
12380,Drávapiski,Baranya
12399,Kistokaj,Borsod-Abaúj-Zemplén
12405,Vámosszabadi,Győr-Moson-Sopron
12414,Fertőrákos,Győr-Moson-Sopron
12423,Rákócziújfalu,Jász-Nagykun-Szolnok
12432,Fedémes,Heves
12441,Abádszalók,Jász-Nagykun-Szolnok
12450,Csökmő,Hajdú-Bihar
12469,Rátka,Borsod-Abaúj-Zemplén
12478,Kemenesszentpéter,Veszprém
12487,Újcsanálos,Borsod-Abaúj-Zemplén
12496,Zalaistvánd,Zala
12502,Kisnána,Heves
12511,Dejtár,Nógrád
12520,Ságújfalu,Nógrád
12539,Gyűrűs,Zala
12548,Abaliget,Baranya
12557,Fancsal,Borsod-Abaúj-Zemplén
12566,Dunafalva,Bács-Kiskun
12575,Lenti,Zala
12593,Tiszadob,Szabolcs-Szatmár-Bereg
12609,Türje,Zala
12618,Kertészsziget,Békés
12627,Sokorópátka,Győr-Moson-Sopron
12636,Kisapostag,Fejér
12645,Óbánya,Baranya
12654,Zalahaláp,Veszprém
12663,Kaposkeresztúr,Somogy
12672,Kisvarsány,Szabolcs-Szatmár-Bereg
12681,Telekgerendás,Békés
12690,Sződ,Pest
12706,Háromhuta,Borsod-Abaúj-Zemplén
12715,Pázmándfalu,Győr-Moson-Sopron
12724,Csehimindszent,Vas
12733,Horvátlövő,Vas
12742,Ganna,Veszprém
12751,Gerde,Baranya
12760,Nagybakónak,Zala
12779,Nagylak,Csongrád-Csanád
12788,Berettyóújfalu,Hajdú-Bihar
12797,Ópusztaszer,Csongrád-Csanád
12803,Hajdúdorog,Hajdú-Bihar
12812,Mezőörs,Győr-Moson-Sopron
12821,Egerbakta,Heves
12830,Bezeréd,Zala
12849,Kisjakabfalva,Baranya
12858,Nagyhajmás,Baranya
12867,Pereked,Baranya
12876,Somogymeggyes,Somogy
12885,Nyékládháza,Borsod-Abaúj-Zemplén
12894,Üllő,Pest
12900,Köröstarcsa,Békés
12919,Vonyarcvashegy,Zala
12928,Csaholc,Szabolcs-Szatmár-Bereg
12937,Hercegszántó,Bács-Kiskun
12946,Garabonc,Zala
12955,Nyúl,Győr-Moson-Sopron
12964,Püski,Győr-Moson-Sopron
12973,Szentgáloskér,Somogy
12982,Vilyvitány,Borsod-Abaúj-Zemplén
12991,Galambok,Zala
13000,Gemzse,Szabolcs-Szatmár-Bereg
13019,Hodász,Szabolcs-Szatmár-Bereg
13028,Kondorfa,Vas
13037,Zsurk,Szabolcs-Szatmár-Bereg
13046,Szamosszeg,Szabolcs-Szatmár-Bereg
13055,Kissziget,Zala
13064,Magyarszerdahely,Zala
13082,Kozmadombja,Zala
13091,Zalaszentmárton,Zala
13116,Boldogasszonyfa,Baranya
13125,Takácsi,Veszprém
13134,Golop,Borsod-Abaúj-Zemplén
13143,Jéke,Szabolcs-Szatmár-Bereg
13152,Cece,Fejér
13161,Röszke,Csongrád-Csanád
13170,Csépa,Jász-Nagykun-Szolnok
13189,Budapest 21. ker.,főváros
13198,Győrladamér,Győr-Moson-Sopron
13204,Hont,Nógrád
13213,Tunyogmatolcs,Szabolcs-Szatmár-Bereg
13222,Mihálygerge,Nógrád
13231,Szentdomonkos,Heves
13240,Tarnalelesz,Heves
13259,Szabadegyháza,Fejér
13268,Sóstófalva,Borsod-Abaúj-Zemplén
13277,Szigethalom,Pest
13286,Felsőegerszeg,Baranya
13295,Galgagyörk,Pest
13301,Zalaszentlőrinc,Zala
13310,Bicsérd,Baranya
13329,Almamellék,Baranya
13338,Gyöngyösoroszi,Heves
13347,Gerényes,Baranya
13356,Égerszög,Borsod-Abaúj-Zemplén
13365,Botykapeterd,Baranya
13374,Kázsmárk,Borsod-Abaúj-Zemplén
13383,Domaszék,Csongrád-Csanád
13392,Budapest 05. ker.,főváros
13408,Ballószög,Bács-Kiskun
13426,Kemenesmihályfa,Vas
13435,Nagykáta,Pest
13444,Mecseknádasd,Baranya
13453,Őrimagyarósd,Vas
13462,Iváncsa,Fejér
13471,Bucsa,Békés
13480,Erdőkertes,Pest
13499,Erzsébet,Baranya
13505,Csikvánd,Győr-Moson-Sopron
13514,Jászszentandrás,Jász-Nagykun-Szolnok
13523,Szúcs,Heves
13532,Körmend,Vas
13541,Tiszaszalka,Szabolcs-Szatmár-Bereg
13550,Nyírtelek,Szabolcs-Szatmár-Bereg
13569,Gosztola,Zala
13578,Budapest,
13587,Felsőcsatár,Vas
13596,Bükkábrány,Borsod-Abaúj-Zemplén
13602,Túristvándi,Szabolcs-Szatmár-Bereg
13611,Drávagárdony,Somogy
13620,Mucsfa,Tolna
13639,Besenyőd,Szabolcs-Szatmár-Bereg
13648,Egerszólát,Heves
13657,Balassagyarmat,Nógrád
13666,Királyhegyes,Csongrád-Csanád
13675,Tengeri,Baranya
13684,Perenye,Vas
13693,Táska,Somogy
13709,Nagyszokoly,Tolna
13718,Horpács,Nógrád
13727,Gacsály,Szabolcs-Szatmár-Bereg
13736,Zalavár,Zala
13745,Kőkút,Somogy
13754,Szanda,Nógrád
13763,Telkibánya,Borsod-Abaúj-Zemplén
13772,Sáska,Veszprém
13781,Kiskorpád,Somogy
13790,Polány,Somogy
13806,Kömpöc,Bács-Kiskun
13815,Tiszaföldvár,Jász-Nagykun-Szolnok
13824,Somodor,Somogy
13833,Mezőcsát,Borsod-Abaúj-Zemplén
13842,Kozárd,Nógrád
13851,Csertő,Baranya
13860,Pusztadobos,Szabolcs-Szatmár-Bereg
13879,Ivád,Heves
13888,Tiszakeszi,Borsod-Abaúj-Zemplén
13897,Vértesboglár,Fejér
13903,Nádasdladány,Fejér
13912,Magyarkeresztúr,Győr-Moson-Sopron
13921,Iklódbördőce,Zala
13930,Porrogszentkirály,Somogy
13949,Hévízgyörk,Pest
13958,Ják,Vas
13976,Tiszakarád,Borsod-Abaúj-Zemplén
13985,Felsőmocsolád,Somogy
13994,Bolhás,Somogy
14003,Nyíracsád,Hajdú-Bihar
14012,Őrtilos,Somogy
14021,Lukácsháza,Vas
14030,Nagymányok,Tolna
14058,Fülöpszállás,Bács-Kiskun
14067,Pápoc,Vas
14076,Tenk,Heves
14085,Sénye,Zala
14094,Tiszaug,Bács-Kiskun
14100,Kajdacs,Tolna
14119,Bezedek,Baranya
14128,Tarnaörs,Heves
14137,Bojt,Hajdú-Bihar
14146,Tápiószele,Pest
14155,Tokod,Komárom-Esztergom
14164,Harc,Tolna
14173,Bánd,Veszprém
14182,Várvölgy,Zala
14191,Nagyváty,Baranya
14207,Rákóczifalva,Jász-Nagykun-Szolnok
14216,Budapest 11. ker.,főváros
14225,Szentmargitfalva,Zala
14234,Buják,Nógrád
14243,Somlóvecse,Veszprém
14252,Apátfalva,Csongrád-Csanád
14261,Táp,Győr-Moson-Sopron
14270,Káptalanfa,Veszprém
14289,Csokvaomány,Borsod-Abaúj-Zemplén
14298,Ramocsa,Zala
14304,Závod,Tolna
14313,Sajókaza,Borsod-Abaúj-Zemplén
14322,Vaspör,Zala
14331,Arló,Borsod-Abaúj-Zemplén
14340,Pilisvörösvár,Pest
14359,Kékcse,Szabolcs-Szatmár-Bereg
14368,Bosta,Baranya
14377,Fülpösdaróc,Szabolcs-Szatmár-Bereg
14386,Kercseliget,Somogy
14395,Bakháza,Somogy
14401,Bodrogolaszi,Borsod-Abaúj-Zemplén
14410,Kübekháza,Csongrád-Csanád
14429,Alsógagy,Borsod-Abaúj-Zemplén
14438,Répceszemere,Győr-Moson-Sopron
14447,Tiszatelek,Szabolcs-Szatmár-Bereg
14456,Szentes,Csongrád-Csanád
14465,Tabajd,Fejér
14474,Boldogkőváralja,Borsod-Abaúj-Zemplén
14483,Máriakéménd,Baranya
14492,Ózd,Borsod-Abaúj-Zemplén
14508,Dombrád,Szabolcs-Szatmár-Bereg
14517,Kovácsszénája,Baranya
14526,Heves,Heves
14535,Kömlő,Heves
14544,Tataháza,Bács-Kiskun
14553,Kapolcs,Veszprém
14562,Balatonmáriafürdő,Somogy
14571,Tápiószentmárton,Pest
14580,Vámosgyörk,Heves
14599,Görgeteg,Somogy
14605,Lápafő,Tolna
14614,Ebes,Hajdú-Bihar
14623,Zákány,Somogy
14632,Fonyód,Somogy
14641,Márkháza,Nógrád
14650,Nagynyárád,Baranya
14669,Pilismarót,Komárom-Esztergom
14678,Darvas,Hajdú-Bihar
14687,Pinnye,Győr-Moson-Sopron
14696,Nyíribrony,Szabolcs-Szatmár-Bereg
14702,Kissikátor,Borsod-Abaúj-Zemplén
14711,Szálka,Tolna
14720,Pálfiszeg,Zala
14739,Rakamaz,Szabolcs-Szatmár-Bereg
14748,Kimle,Győr-Moson-Sopron
14757,Noszlop,Veszprém
14766,Dunatetétlen,Bács-Kiskun
14775,Nagybörzsöny,Pest
14784,Tardona,Borsod-Abaúj-Zemplén
14793,Rábakecöl,Győr-Moson-Sopron
14809,Mersevát,Vas
14818,Bonyhádvarasd,Tolna
14827,Székesfehérvár,Fejér
14836,Zagyvarékas,Jász-Nagykun-Szolnok
14845,Nyírbátor,Szabolcs-Szatmár-Bereg
14854,Szabadi,Somogy
14863,Látrány,Somogy
14872,Mátraderecske,Heves
14881,Sóshartyán,Nógrád
14890,Tomor,Borsod-Abaúj-Zemplén
14906,Sármellék,Zala
14915,Mályinka,Borsod-Abaúj-Zemplén
14924,Újszentiván,Csongrád-Csanád
14933,Bodony,Heves
14942,Ságvár,Somogy
14951,Sukoró,Fejér
14960,Zebegény,Pest
14979,Nagyrécse,Zala
14988,Pecöl,Vas
14997,Hegyháthodász,Vas
15006,Németkér,Tolna
15015,Tápióbicske,Pest
15024,Páty,Pest
15033,Enese,Győr-Moson-Sopron
15042,Babót,Győr-Moson-Sopron
15051,Matty,Baranya
15060,Nagymizdó,Vas
15079,Szabadszentkirály,Baranya
15088,Hetyefő,Veszprém
15097,Baktüttös,Zala
15103,Szenna,Somogy
15112,Kerkafalva,Zala
15121,Osli,Győr-Moson-Sopron
15130,Debrecen,Hajdú-Bihar
15149,Vámosújfalu,Borsod-Abaúj-Zemplén
15158,Zsana,Bács-Kiskun
15167,Bakonszeg,Hajdú-Bihar
15176,Alcsútdoboz,Fejér
15185,Szigetszentmárton,Pest
15194,Szólád,Somogy
15200,Békéscsaba,Békés
15219,Marócsa,Baranya
15228,Győrzámoly,Győr-Moson-Sopron
15237,Egyházasfalu,Győr-Moson-Sopron
15246,Pusztamonostor,Jász-Nagykun-Szolnok
15255,Lábatlan,Komárom-Esztergom
15264,Kéked,Borsod-Abaúj-Zemplén
15273,Rábaszentandrás,Győr-Moson-Sopron
15282,Vértessomló,Komárom-Esztergom
15291,Újszász,Jász-Nagykun-Szolnok
15307,Kápolna,Heves
15316,Szakadát,Tolna
15325,Szátok,Nógrád
15334,Vasegerszeg,Vas
15343,Fertőszentmiklós,Győr-Moson-Sopron
15352,Nyergesújfalu,Komárom-Esztergom
15361,Hajmáskér,Veszprém
15370,Etes,Nógrád
15389,Pécsdevecser,Baranya
15398,Pirtó,Bács-Kiskun
15404,Szulimán,Baranya
15413,Pusztaradvány,Borsod-Abaúj-Zemplén
15422,Rábatamási,Győr-Moson-Sopron
15431,Petőfiszállás,Bács-Kiskun
15440,Szentendre,Pest
15459,Regöly,Tolna
15468,Nagyhuta,Borsod-Abaúj-Zemplén
15477,Kismarja,Hajdú-Bihar
15486,Kiszsidány,Vas
15495,Basal,Baranya
15501,Bősárkány,Győr-Moson-Sopron
15510,Kőröshegy,Somogy
15529,Pér,Győr-Moson-Sopron
15538,Kővágószőlős,Baranya
15547,Pénzesgyőr,Veszprém
15556,Sand,Zala
15565,Balatonudvari,Veszprém
15574,Nagykörű,Jász-Nagykun-Szolnok
15583,Pusztazámor,Pest
15592,Patosfa,Somogy
15608,Gesztely,Borsod-Abaúj-Zemplén
15617,Zalkod,Borsod-Abaúj-Zemplén
15626,Somogysámson,Somogy
15635,Tarrós,Baranya
15644,Tiszacsege,Hajdú-Bihar
15653,Győrszemere,Győr-Moson-Sopron
15662,Abaújalpár,Borsod-Abaúj-Zemplén
15671,Pósfa,Vas
15680,Jósvafő,Borsod-Abaúj-Zemplén
15699,Csikéria,Bács-Kiskun
15705,Vilonya,Veszprém
15714,Szárföld,Győr-Moson-Sopron
15723,Mesteri,Vas
15732,Kaposújlak,Somogy
15741,Egyek,Hajdú-Bihar
15750,Gánt,Fejér
15769,Esztergályhorváti,Zala
15778,Barnag,Veszprém
15787,Tiszaörs,Jász-Nagykun-Szolnok
15796,Ludas,Heves
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg
15811,Jászboldogháza,Jász-Nagykun-Szolnok
15820,Felsőnána,Tolna
15839,Hernádbűd,Borsod-Abaúj-Zemplén
15848,Zengővárkony,Baranya
15857,Lak,Borsod-Abaúj-Zemplén
15866,Szentlőrinc,Baranya
15875,Dunaszentpál,Győr-Moson-Sopron
15884,Drávatamási,Somogy
15893,Pácin,Borsod-Abaúj-Zemplén
15909,Nágocs,Somogy
15918,Gyúró,Fejér
15927,Jákó,Somogy
15936,Gönc,Borsod-Abaúj-Zemplén
15945,Sajómercse,Borsod-Abaúj-Zemplén
15954,Cirák,Győr-Moson-Sopron
15963,Balsa,Szabolcs-Szatmár-Bereg
15972,Jenő,Fejér
15981,Somogydöröcske,Somogy
15990,Daraboshegy,Vas
16009,Dötk,Zala
16018,Mélykút,Bács-Kiskun
16027,Monyoród,Baranya
16036,Kisnamény,Szabolcs-Szatmár-Bereg
16045,Kunágota,Békés
16054,Sajószentpéter,Borsod-Abaúj-Zemplén
16063,Szajla,Heves
16072,Csajág,Veszprém
16081,Kispáli,Zala
16090,Atkár,Heves
16106,Mesztegnyő,Somogy
16115,Pellérd,Baranya
16124,Borsodgeszt,Borsod-Abaúj-Zemplén
16133,Rakacaszend,Borsod-Abaúj-Zemplén
16142,Külsővat,Veszprém
16151,Dozmat,Vas
16160,Tarnaszentmiklós,Heves
16179,Szögliget,Borsod-Abaúj-Zemplén
16188,Aszód,Pest
16197,Ambrózfalva,Csongrád-Csanád
16203,Záhony,Szabolcs-Szatmár-Bereg
16212,Tanakajd,Vas
16221,Lipót,Győr-Moson-Sopron
16230,Tiszaderzs,Jász-Nagykun-Szolnok
16249,Kiscsehi,Zala
16258,Lad,Somogy
16267,Szentkirályszabadja,Veszprém
16276,Ordas,Bács-Kiskun
16285,Mindszentgodisa,Baranya
16294,Uszód,Bács-Kiskun
16300,Szamoskér,Szabolcs-Szatmár-Bereg
16319,Völcsej,Győr-Moson-Sopron
16328,Felsőtárkány,Heves
16337,Budapest 14. ker.,főváros
16346,Besnyő,Fejér
16355,Szentlászló,Baranya
16364,Kisvásárhely,Zala
16373,Csávoly,Bács-Kiskun
16382,Tótszentmárton,Zala
16391,Nagybárkány,Nógrád
16407,Tótújfalu,Somogy
16416,Császár,Komárom-Esztergom
16425,Alsópetény,Nógrád
16434,Tótkomlós,Békés
16443,Markóc,Baranya
16452,Nagyvejke,Tolna
16461,Berkesd,Baranya
16470,Balatonújlak,Somogy
16489,Szápár,Veszprém
16498,Egyházasharaszti,Baranya
16504,Szaknyér,Vas
16513,Nagyrada,Zala
16522,Nyírvasvári,Szabolcs-Szatmár-Bereg
16531,Fűzvölgy,Zala
16540,Markaz,Heves
16559,Komlóska,Borsod-Abaúj-Zemplén
16568,Görbeháza,Hajdú-Bihar
16577,Imola,Borsod-Abaúj-Zemplén
16586,Budapest 06. ker.,főváros
16595,Oroszi,Veszprém
16601,Balatonszabadi,Somogy
16610,Egercsehi,Heves
16629,Magy,Szabolcs-Szatmár-Bereg
16638,Sajópetri,Borsod-Abaúj-Zemplén
16647,Fegyvernek,Jász-Nagykun-Szolnok
16656,Vászoly,Veszprém
16665,Kölcse,Szabolcs-Szatmár-Bereg
16674,Töltéstava,Győr-Moson-Sopron
16683,Káloz,Fejér
16692,Szőc,Veszprém
16708,Écs,Győr-Moson-Sopron
16717,Gic,Veszprém
16726,Hedrehely,Somogy
16735,Tarany,Somogy
16744,Bajna,Komárom-Esztergom
16753,Szalonna,Borsod-Abaúj-Zemplén
16762,Váncsod,Hajdú-Bihar
16771,Székelyszabar,Baranya
16780,Hejőpapi,Borsod-Abaúj-Zemplén
16799,Borsodszirák,Borsod-Abaúj-Zemplén
16805,Kékesd,Baranya
16814,Szedres,Tolna
16823,Ordacsehi,Somogy
16832,Kőszeg,Vas
16841,Csány,Heves
16850,Pórszombat,Zala
16869,Zsebeháza,Győr-Moson-Sopron
16878,Hugyag,Nógrád
16887,Horvátzsidány,Vas
16896,Zalaigrice,Zala
16902,Tornabarakony,Borsod-Abaúj-Zemplén
16911,Kemeneskápolna,Vas
16920,Pusztaapáti,Zala
16939,Orgovány,Bács-Kiskun
16948,Mátyásdomb,Fejér
16957,Tornyospálca,Szabolcs-Szatmár-Bereg
16966,Tiszasziget,Csongrád-Csanád
16975,Kisherend,Baranya
16984,Szellő,Baranya
16993,Furta,Hajdú-Bihar
17002,Balatongyörök,Zala
17011,Paloznak,Veszprém
17020,Bajánsenye,Vas
17039,Tagyon,Veszprém
17048,Pusztafalu,Borsod-Abaúj-Zemplén
17057,Zalavég,Zala
17066,Keresztéte,Borsod-Abaúj-Zemplén
17075,Jánd,Szabolcs-Szatmár-Bereg
17084,Penészlek,Szabolcs-Szatmár-Bereg
17093,Orfalu,Vas
17109,Füzér,Borsod-Abaúj-Zemplén
17118,Resznek,Zala
17127,Beleg,Somogy
17136,Hernádszentandrás,Borsod-Abaúj-Zemplén
17145,Kenderes,Jász-Nagykun-Szolnok
17154,Balatonszepezd,Veszprém
17163,Tarnazsadány,Heves
17172,Dabronc,Veszprém
17181,Ecséd,Heves
17190,Helesfa,Baranya
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg
17215,Porcsalma,Szabolcs-Szatmár-Bereg
17224,Petneháza,Szabolcs-Szatmár-Bereg
17233,Nagymágocs,Csongrád-Csanád
17242,Pogány,Baranya
17251,Várgesztes,Komárom-Esztergom
17260,Ráckeve,Pest
17279,Juta,Somogy
17288,Magyarszecsőd,Vas
17297,Rábaszentmiklós,Győr-Moson-Sopron
17303,Tápiógyörgye,Pest
17312,Százhalombatta,Pest
17321,Taliándörögd,Veszprém
17330,Kisbér,Komárom-Esztergom
17349,Kiscsécs,Borsod-Abaúj-Zemplén
17358,Buzsák,Somogy
17367,Nárai,Vas
17376,Aba,Fejér
17385,Alsómocsolád,Baranya
17394,Geszt,Békés
17400,Zalaapáti,Zala
17419,Drávafok,Baranya
17428,Rozsály,Szabolcs-Szatmár-Bereg
17437,Jásd,Veszprém
17446,Kelevíz,Somogy
17455,Kokad,Hajdú-Bihar
