ksh_code,settlement_name,county_name,area_code,basis
10205,Tiszarád,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
10214,Budapest 22. ker.,főváros,ORSZEM-BUDAPEST,KSH_COUNTY
10223,Szalafő,Vas,ORSZEM-VAS,KSH_COUNTY
10232,Egyházashetye,Vas,ORSZEM-VAS,KSH_COUNTY
10241,Hevesaranyos,Heves,ORSZEM-HEVES,KSH_COUNTY
10250,Farkasgyepű,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
10269,Hahót,Zala,ORSZEM-ZALA,KSH_COUNTY
10278,Sé,Vas,ORSZEM-VAS,KSH_COUNTY
10287,Kondoros,Békés,ORSZEM-BEKES,KSH_COUNTY
10296,Gárdony,Fejér,ORSZEM-FEJER,KSH_COUNTY
10302,Vasboldogasszony,Zala,ORSZEM-ZALA,KSH_COUNTY
10311,Pusztacsó,Vas,ORSZEM-VAS,KSH_COUNTY
10320,Vizslás,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
10339,Ásotthalom,Csongrád-Csanád,ORSZEM-CSONGRAD-CSANAD,KSH_COUNTY
10348,Zalakomár,Zala,ORSZEM-ZALA,KSH_COUNTY
10357,Abod,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10366,Füzérradvány,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10375,Tornakápolna,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10384,Bejcgyertyános,Vas,ORSZEM-VAS,KSH_COUNTY
10393,Hajdúhadház,Hajdú-Bihar,ORSZEM-HAJDU-BIHAR,KSH_COUNTY
10409,Németbánya,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
10418,Nagyút,Heves,ORSZEM-HEVES,KSH_COUNTY
10427,Magyaratád,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
10436,Szamossályi,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
10445,Egyházaskesző,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
10454,Dunasziget,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
10463,Kölesd,Tolna,ORSZEM-TOLNA,KSH_COUNTY
10472,Császártöltés,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
10481,Bicske,Fejér,ORSZEM-FEJER,KSH_COUNTY
10490,Dorog,Komárom-Esztergom,ORSZEM-KOMAROM-ESZTERGOM,KSH_COUNTY
10506,Bodrog,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
10515,Maroslele,Csongrád-Csanád,ORSZEM-CSONGRAD-CSANAD,KSH_COUNTY
10524,Detek,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10533,Dávod,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
10542,Kémes,Baranya,ORSZEM-BARANYA,KSH_COUNTY
10551,Monor,Pest,ORSZEM-PEST,KSH_COUNTY
10560,Bezi,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
10579,Sajtoskál,Vas,ORSZEM-VAS,KSH_COUNTY
10588,Beled,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
10597,Rum,Vas,ORSZEM-VAS,KSH_COUNTY
10603,Csurgónagymarton,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
10612,Komjáti,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10621,Bükkszenterzsébet,Heves,ORSZEM-HEVES,KSH_COUNTY
10630,Őriszentpéter,Vas,ORSZEM-VAS,KSH_COUNTY
10649,Csertalakos,Zala,ORSZEM-ZALA,KSH_COUNTY
10658,Fertőhomok,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
10667,Városföld,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
10676,Halogy,Vas,ORSZEM-VAS,KSH_COUNTY
10685,Vállus,Zala,ORSZEM-ZALA,KSH_COUNTY
10694,Bogdása,Baranya,ORSZEM-BARANYA,KSH_COUNTY
10700,Budapest 10. ker.,főváros,ORSZEM-BUDAPEST,KSH_COUNTY
10719,Bácsalmás,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
10728,Edelény,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10737,Vámosmikola,Pest,ORSZEM-PEST,KSH_COUNTY
10746,Kistótfalu,Baranya,ORSZEM-BARANYA,KSH_COUNTY
10755,Majosháza,Pest,ORSZEM-PEST,KSH_COUNTY
10764,Körösnagyharsány,Békés,ORSZEM-BEKES,KSH_COUNTY
10773,Tiszabő,Jász-Nagykun-Szolnok,ORSZEM-JASZ-NAGYKUN-SZOLNOK,KSH_COUNTY
10782,Boncodfölde,Zala,ORSZEM-ZALA,KSH_COUNTY
10791,Fülesd,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
10807,Nyírparasznya,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
10816,Kiskunlacháza,Pest,ORSZEM-PEST,KSH_COUNTY
10825,Pécsvárad,Baranya,ORSZEM-BARANYA,KSH_COUNTY
10834,Olcsvaapáti,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
10843,Nick,Vas,ORSZEM-VAS,KSH_COUNTY
10852,Érpatak,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
10861,Ecseny,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
10870,Doba,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
10889,Lispeszentadorján,Zala,ORSZEM-ZALA,KSH_COUNTY
10904,Garadna,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10913,Karakó,Vas,ORSZEM-VAS,KSH_COUNTY
10922,Maglód,Pest,ORSZEM-PEST,KSH_COUNTY
10931,Hagyárosbörönd,Zala,ORSZEM-ZALA,KSH_COUNTY
10940,Nagykozár,Baranya,ORSZEM-BARANYA,KSH_COUNTY
10959,Nikla,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
10968,Mogyoróska,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10977,Tiszavalk,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
10986,Szulok,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
10995,Kerékteleki,Komárom-Esztergom,ORSZEM-KOMAROM-ESZTERGOM,KSH_COUNTY
11004,Jászkarajenő,Pest,ORSZEM-PEST,KSH_COUNTY
11013,Szihalom,Heves,ORSZEM-HEVES,KSH_COUNTY
11022,Zsujta,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11031,Tolnanémedi,Tolna,ORSZEM-TOLNA,KSH_COUNTY
11040,Lakócsa,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11059,Baglad,Zala,ORSZEM-ZALA,KSH_COUNTY
11068,Röjtökmuzsaj,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
11086,Cún,Baranya,ORSZEM-BARANYA,KSH_COUNTY
11095,Nyírlövő,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
11101,Szőlősgyörök,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11110,Szuhakálló,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11129,Olcsva,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
11138,Vekerd,Hajdú-Bihar,ORSZEM-HAJDU-BIHAR,KSH_COUNTY
11147,Kisrákos,Vas,ORSZEM-VAS,KSH_COUNTY
11156,Gór,Vas,ORSZEM-VAS,KSH_COUNTY
11165,Szentpéterúr,Zala,ORSZEM-ZALA,KSH_COUNTY
11174,Kéthely,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11183,Kisdér,Baranya,ORSZEM-BARANYA,KSH_COUNTY
11192,Igal,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11208,Hosszúvölgy,Zala,ORSZEM-ZALA,KSH_COUNTY
11217,Szűr,Baranya,ORSZEM-BARANYA,KSH_COUNTY
11226,Hangács,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11235,Kőtelek,Jász-Nagykun-Szolnok,ORSZEM-JASZ-NAGYKUN-SZOLNOK,KSH_COUNTY
11244,Pócspetri,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
11253,Fertőboz,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
11262,Kóny,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
11271,Nyírlugos,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
11280,Katymár,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
11299,Bököny,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
11305,Besenyszög,Jász-Nagykun-Szolnok,ORSZEM-JASZ-NAGYKUN-SZOLNOK,KSH_COUNTY
11314,Budapest 15. ker.,főváros,ORSZEM-BUDAPEST,KSH_COUNTY
11323,Mezőkeresztes,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11332,Sajónémeti,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11341,Cegléd,Pest,ORSZEM-PEST,KSH_COUNTY
11350,Damak,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11369,Szakony,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
11378,Füzérkomlós,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11387,Ikervár,Vas,ORSZEM-VAS,KSH_COUNTY
11396,Pilisszentiván,Pest,ORSZEM-PEST,KSH_COUNTY
11402,Mecsekpölöske,Baranya,ORSZEM-BARANYA,KSH_COUNTY
11411,Halmajugra,Heves,ORSZEM-HEVES,KSH_COUNTY
11420,Pula,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
11439,Várpalota,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
11448,Kisrozvágy,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11457,Tényő,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
11466,Zala,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11475,Lendvajakabfa,Zala,ORSZEM-ZALA,KSH_COUNTY
11484,Somogycsicsó,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11493,Szinpetri,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11509,Szenta,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11518,Rádfalva,Baranya,ORSZEM-BARANYA,KSH_COUNTY
11527,Balaton,Heves,ORSZEM-HEVES,KSH_COUNTY
11536,Magyardombegyház,Békés,ORSZEM-BEKES,KSH_COUNTY
11545,Szentjakabfa,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
11554,Szécsisziget,Zala,ORSZEM-ZALA,KSH_COUNTY
11563,Alsónyék,Tolna,ORSZEM-TOLNA,KSH_COUNTY
11572,Petőmihályfa,Vas,ORSZEM-VAS,KSH_COUNTY
11581,Vilmány,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11590,Piliny,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
11606,Dunaszentbenedek,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
11615,Körösladány,Békés,ORSZEM-BEKES,KSH_COUNTY
11624,Bodmér,Fejér,ORSZEM-FEJER,KSH_COUNTY
11633,Vasszentmihály,Vas,ORSZEM-VAS,KSH_COUNTY
11642,Felsőpáhok,Zala,ORSZEM-ZALA,KSH_COUNTY
11651,Bögöt,Vas,ORSZEM-VAS,KSH_COUNTY
11660,Legyesbénye,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11679,Jánosháza,Vas,ORSZEM-VAS,KSH_COUNTY
11688,Diósberény,Tolna,ORSZEM-TOLNA,KSH_COUNTY
11697,Hidasnémeti,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11703,Vöröstó,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
11712,Báta,Tolna,ORSZEM-TOLNA,KSH_COUNTY
11730,Orfű,Baranya,ORSZEM-BARANYA,KSH_COUNTY
11749,Mezőnyárád,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11758,Meszes,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11767,Veszprém,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
11776,Sárszentmihály,Fejér,ORSZEM-FEJER,KSH_COUNTY
11785,Zalakaros,Zala,ORSZEM-ZALA,KSH_COUNTY
11794,Szank,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
11800,Vindornyaszőlős,Zala,ORSZEM-ZALA,KSH_COUNTY
11819,Kurityán,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
11828,Porrog,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11837,Pocsaj,Hajdú-Bihar,ORSZEM-HAJDU-BIHAR,KSH_COUNTY
11846,Kétbodony,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
11855,Pápakovácsi,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
11864,Érsekcsanád,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
11873,Mezőhegyes,Békés,ORSZEM-BEKES,KSH_COUNTY
11882,Abda,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
11891,Héreg,Komárom-Esztergom,ORSZEM-KOMAROM-ESZTERGOM,KSH_COUNTY
11907,Tiszamogyorós,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
11916,Balatonőszöd,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
11925,Újtikos,Hajdú-Bihar,ORSZEM-HAJDU-BIHAR,KSH_COUNTY
11934,Üröm,Pest,ORSZEM-PEST,KSH_COUNTY
11943,Gyöngyösfalu,Vas,ORSZEM-VAS,KSH_COUNTY
11952,Dinnyeberki,Baranya,ORSZEM-BARANYA,KSH_COUNTY
11961,Bátya,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
11970,Bikács,Tolna,ORSZEM-TOLNA,KSH_COUNTY
11989,Murony,Békés,ORSZEM-BEKES,KSH_COUNTY
11998,Csibrák,Tolna,ORSZEM-TOLNA,KSH_COUNTY
12007,Szatymaz,Csongrád-Csanád,ORSZEM-CSONGRAD-CSANAD,KSH_COUNTY
12016,Becske,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
12025,Csólyospálos,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
12034,Kelemér,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12043,Ölbő,Vas,ORSZEM-VAS,KSH_COUNTY
12052,Budakeszi,Pest,ORSZEM-PEST,KSH_COUNTY
12061,Hermánszeg,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
12070,Pétervására,Heves,ORSZEM-HEVES,KSH_COUNTY
12089,Gelse,Zala,ORSZEM-ZALA,KSH_COUNTY
12098,Nyírtura,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
12104,Vasszilvágy,Vas,ORSZEM-VAS,KSH_COUNTY
12113,Kajárpéc,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12122,Letenye,Zala,ORSZEM-ZALA,KSH_COUNTY
12131,Nógrádmegyer,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
12140,Csepreg,Vas,ORSZEM-VAS,KSH_COUNTY
12159,Hejőszalonta,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12168,Patca,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
12177,Kardoskút,Békés,ORSZEM-BEKES,KSH_COUNTY
12186,Pátroha,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
12195,Romhány,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
12201,Zók,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12210,Tállya,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12229,Terpes,Heves,ORSZEM-HEVES,KSH_COUNTY
12238,Balatonederics,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
12247,Kemenesmagasi,Vas,ORSZEM-VAS,KSH_COUNTY
12256,Füzesgyarmat,Békés,ORSZEM-BEKES,KSH_COUNTY
12265,Székkutas,Csongrád-Csanád,ORSZEM-CSONGRAD-CSANAD,KSH_COUNTY
12274,Nyírmada,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
12283,Máriakálnok,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12292,Zsennye,Vas,ORSZEM-VAS,KSH_COUNTY
12308,Hédervár,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12317,Andrásfa,Vas,ORSZEM-VAS,KSH_COUNTY
12326,Györköny,Tolna,ORSZEM-TOLNA,KSH_COUNTY
12335,Tompaládony,Vas,ORSZEM-VAS,KSH_COUNTY
12344,Csengőd,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
12353,Kistamási,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12362,Pálháza,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12371,Pamlény,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12380,Drávapiski,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12399,Kistokaj,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12405,Vámosszabadi,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12414,Fertőrákos,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12423,Rákócziújfalu,Jász-Nagykun-Szolnok,ORSZEM-JASZ-NAGYKUN-SZOLNOK,KSH_COUNTY
12432,Fedémes,Heves,ORSZEM-HEVES,KSH_COUNTY
12441,Abádszalók,Jász-Nagykun-Szolnok,ORSZEM-JASZ-NAGYKUN-SZOLNOK,KSH_COUNTY
12450,Csökmő,Hajdú-Bihar,ORSZEM-HAJDU-BIHAR,KSH_COUNTY
12469,Rátka,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12478,Kemenesszentpéter,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
12487,Újcsanálos,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12496,Zalaistvánd,Zala,ORSZEM-ZALA,KSH_COUNTY
12502,Kisnána,Heves,ORSZEM-HEVES,KSH_COUNTY
12511,Dejtár,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
12520,Ságújfalu,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
12539,Gyűrűs,Zala,ORSZEM-ZALA,KSH_COUNTY
12548,Abaliget,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12557,Fancsal,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12566,Dunafalva,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
12575,Lenti,Zala,ORSZEM-ZALA,KSH_COUNTY
12593,Tiszadob,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
12609,Türje,Zala,ORSZEM-ZALA,KSH_COUNTY
12618,Kertészsziget,Békés,ORSZEM-BEKES,KSH_COUNTY
12627,Sokorópátka,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12636,Kisapostag,Fejér,ORSZEM-FEJER,KSH_COUNTY
12645,Óbánya,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12654,Zalahaláp,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
12663,Kaposkeresztúr,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
12672,Kisvarsány,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
12681,Telekgerendás,Békés,ORSZEM-BEKES,KSH_COUNTY
12690,Sződ,Pest,ORSZEM-PEST,KSH_COUNTY
12706,Háromhuta,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12715,Pázmándfalu,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12724,Csehimindszent,Vas,ORSZEM-VAS,KSH_COUNTY
12733,Horvátlövő,Vas,ORSZEM-VAS,KSH_COUNTY
12742,Ganna,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
12751,Gerde,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12760,Nagybakónak,Zala,ORSZEM-ZALA,KSH_COUNTY
12779,Nagylak,Csongrád-Csanád,ORSZEM-CSONGRAD-CSANAD,KSH_COUNTY
12788,Berettyóújfalu,Hajdú-Bihar,ORSZEM-HAJDU-BIHAR,KSH_COUNTY
12797,Ópusztaszer,Csongrád-Csanád,ORSZEM-CSONGRAD-CSANAD,KSH_COUNTY
12803,Hajdúdorog,Hajdú-Bihar,ORSZEM-HAJDU-BIHAR,KSH_COUNTY
12812,Mezőörs,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12821,Egerbakta,Heves,ORSZEM-HEVES,KSH_COUNTY
12830,Bezeréd,Zala,ORSZEM-ZALA,KSH_COUNTY
12849,Kisjakabfalva,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12858,Nagyhajmás,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12867,Pereked,Baranya,ORSZEM-BARANYA,KSH_COUNTY
12876,Somogymeggyes,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
12885,Nyékládháza,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12894,Üllő,Pest,ORSZEM-PEST,KSH_COUNTY
12900,Köröstarcsa,Békés,ORSZEM-BEKES,KSH_COUNTY
12919,Vonyarcvashegy,Zala,ORSZEM-ZALA,KSH_COUNTY
12928,Csaholc,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
12937,Hercegszántó,Bács-Kiskun,ORSZEM-BACS-KISKUN,KSH_COUNTY
12946,Garabonc,Zala,ORSZEM-ZALA,KSH_COUNTY
12955,Nyúl,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12964,Püski,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
12973,Szentgáloskér,Somogy,ORSZEM-SOMOGY,KSH_COUNTY
12982,Vilyvitány,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
12991,Galambok,Zala,ORSZEM-ZALA,KSH_COUNTY
13000,Gemzse,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
13019,Hodász,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
13028,Kondorfa,Vas,ORSZEM-VAS,KSH_COUNTY
13037,Zsurk,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
13046,Szamosszeg,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
13055,Kissziget,Zala,ORSZEM-ZALA,KSH_COUNTY
13064,Magyarszerdahely,Zala,ORSZEM-ZALA,KSH_COUNTY
13082,Kozmadombja,Zala,ORSZEM-ZALA,KSH_COUNTY
13091,Zalaszentmárton,Zala,ORSZEM-ZALA,KSH_COUNTY
13116,Boldogasszonyfa,Baranya,ORSZEM-BARANYA,KSH_COUNTY
13125,Takácsi,Veszprém,ORSZEM-VESZPREM,KSH_COUNTY
13134,Golop,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
13143,Jéke,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
13152,Cece,Fejér,ORSZEM-FEJER,KSH_COUNTY
13161,Röszke,Csongrád-Csanád,ORSZEM-CSONGRAD-CSANAD,KSH_COUNTY
13170,Csépa,Jász-Nagykun-Szolnok,ORSZEM-JASZ-NAGYKUN-SZOLNOK,KSH_COUNTY
13189,Budapest 21. ker.,főváros,ORSZEM-BUDAPEST,KSH_COUNTY
13198,Győrladamér,Győr-Moson-Sopron,ORSZEM-GYOR-MOSON-SOPRON,KSH_COUNTY
13204,Hont,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
13213,Tunyogmatolcs,Szabolcs-Szatmár-Bereg,ORSZEM-SZABOLCS-SZATMAR-BEREG,KSH_COUNTY
13222,Mihálygerge,Nógrád,ORSZEM-NOGRAD,KSH_COUNTY
13231,Szentdomonkos,Heves,ORSZEM-HEVES,KSH_COUNTY
13240,Tarnalelesz,Heves,ORSZEM-HEVES,KSH_COUNTY
13259,Szabadegyháza,Fejér,ORSZEM-FEJER,KSH_COUNTY
13268,Sóstófalva,Borsod-Abaúj-Zemplén,ORSZEM-BORSOD-ABAUJ-ZEMPLEN,KSH_COUNTY
13277,Szigethalom,Pest,ORSZEM-PEST,KSH_COUNTY
13286,Felsőegerszeg,Baranya,ORSZEM-BARANYA,KSH_COUNTY
